h;risk;rho_lam;rho_mv2;rho_mv2u
1;0.019985902060786997;2.278102548523476e-08;0.008947076051263318;0.0037595147973518497
2;0.01937437769664786;5.615102432782227e-07;0.00998623749560951;0.007551654613208341
3;0.021779636453977062;1.8843687853970133e-12;0.0023490683366774972;0.000850329562906595
4;0.019663851631064745;1.2317890201289812e-07;0.024090342519366304;0.02320964687486484
5;0.020967741935483872;1.3273273054567945e-10;0.0005025304330459242;0.0014716695001129425
6;0.017410363508539764;0.01656949695382806;0.0456610224042622;0.038746340556664836
7;0.0213648620618129;1.6563872142570974e-11;0.0014099176285212985;0.0014716695001129425
8;0.019707696766447232;9.789218667088387e-08;0.003011175916255708;0.012468830164686615
9;0.02167426440116038;3.2732933860763107e-12;0.003452540910419957;0.0026238114487210497
10;0.019717493061596453;9.299345500326481e-08;0.009021701232742804;0.009097565664293844
11;0.020155616256932372;9.360870972825061e-09;0.016521461832853895;0.01195566970686089
12;0.017423333195381367;0.015480724131239219;0.007463707378185758;0.015656843696763387
13;0.020944796980631248;1.4969216030218077e-10;0.0024661249387703883;0.0035380613320443715
14;0.01904525317765909;3.150800081730599e-06;0.01180333623322322;0.012782453300442306
15;0.02132143299863642;2.0797121004397968e-11;0.01507959452906226;0.006883821551604192
16;0.021258080556936846;2.898602817557948e-11;0.004277293334836679;0.0019605862732934476
17;0.020437774645551778;2.1337549807991953e-09;0.0038782104062154376;0.0019605862732934476
18;0.019293941536030604;8.559028265135817e-07;0.015724658878746304;0.006225902392949601
19;0.021131420064510794;5.6293553236713186e-11;0.003919755586929237;0.0032125463144522083
20;0.020125316403170255;1.0971764939616643e-08;0.0028787516368094287;0.005406955502831335
21;0.021616929817310077;4.420528786674983e-12;0.020632188191255986;0.006707230883729267
22;0.020092992361341745;1.2997015388875947e-08;0.006999866783766458;0.005669512049898717
23;0.019912700062357097;3.343302144673105e-08;0.006584714866983041;0.009097565664293844
24;0.019632966851285443;1.4481975641065114e-07;0.0019121206391220812;0.002873410963472974
25;0.01989494147330107;3.669381505325112e-08;0.0035901476122152127;0.0036853291549427797
26;0.017230641478098403;0.042495547417960675;0.013506271664450365;0.021242203964925013
27;0.01890460825680483;6.584432187615309e-06;0.0017652425340461732;0.008905602902941843
28;0.02229220187287644;1.284117483834173e-13;0.004779744124468088;0.004249385751012798
29;0.020289014947621215;4.652760137739923e-09;0.00016118574765309866;0.0018318862303615111
30;0.021729176206135785;2.4547637941995237e-12;0.0021306475533050184;0.0020611076810649865
31;0.020792856847587946;3.318972150489555e-10;0.0006981236081608868;0.0018556657889537188
32;0.020304989225924084;4.279119187437823e-09;0.029996625907195214;0.01805788972793593
