h;risk;rho_lam;rho_mv2;rho_mv2u
52;0.07748868778280543;1.9356848948892716e-08;0.011507488285480549;-1.0
53;0.07901142108219435;2.9914015337632733e-09;0.003937348314207854;-1.0
54;0.07502820609251598;3.95557808866641e-07;0.004120777064494803;-1.0
55;0.07637455432538938;7.5890455984229e-08;0.0011895223781835372;-1.0
56;0.07832456799398949;6.944981657089912e-09;0.010271030641123457;-1.0
57;0.08691535693997349;1.8470838798825197e-13;0.002546083005127493;-1.0
58;0.08765989465763732;7.41257677264939e-14;0.001624861062979594;-1.0
59;0.07896231774285173;3.1770614060665552e-09;0.002432145556087937;-1.0
60;0.0690503216042376;0.0006037311238172392;0.03135384872285462;-1.0
61;0.07236350037397157;1.0383614824914374e-05;0.007344332180569239;-1.0
62;0.06918714555765595;0.0005104761114258478;0.032072072964532176;-1.0
63;0.07122774133083412;4.180403272588514e-05;0.003468843507423503;-1.0
64;0.07838345864661654;6.46111975010912e-09;0.012882947209284139;-1.0
65;0.0721397708059365;1.3661548044178437e-05;0.014362879017606758;-1.0
66;0.07314779992478375;3.968763794320621e-06;0.027727265986647476;-1.0
67;0.07799962679604404;1.03448591882405e-08;0.005790417271259161;-1.0
68;0.07528089887640449;2.901574454829172e-07;0.018216922488872273;-1.0
69;0.07751357423703427;1.877504198464761e-08;0.004384998562849471;-1.0
70;0.06897844423617619;0.000659360907651997;0.007804761665096498;-1.0
71;0.08147174770039421;1.4641379483226932e-10;0.0038257492053022997;-1.0
72;0.06982449518777127;0.00023363775255444256;0.04518210374684136;-1.0
73;0.08227728390391527;5.452286956107592e-11;0.0018954335968730265;-1.0
74;0.06728058635594814;0.005288700795360007;0.029870940430177857;-1.0
75;0.07364485981308411;2.157430235036723e-06;0.006336848927449745;-1.0
76;0.07168191151764047;2.3951978668793983e-05;0.007249493815706876;-1.0
77;0.07004694835680751;0.00017785719798859981;0.04413072765323514;-1.0
78;0.07247191011235955;9.091026980468522e-06;0.011607554149436565;-1.0
79;0.07979022288818131;1.1510901048508016e-09;0.014981095701251513;-1.0
80;0.07686496694995279;4.159190332134696e-08;0.001200534632127082;-1.0
81;0.07780277465316836;1.3169274635558025e-08;0.0019211978754620311;-1.0
82;0.07008643367155205;0.0001694504814246427;0.014853618929087533;-1.0
83;0.07634730538922156;7.846917564979135e-08;0.007549962569851875;-1.0
84;0.07094594594594594;5.906001515628106e-05;0.009258458747578385;-1.0
85;0.0714150765161534;3.322380282922888e-05;0.008236216643300582;-1.0
86;0.07063893573168446;8.60592497415013e-05;0.011545592469466362;-1.0
87;0.08292682926829269;2.4583925789419813e-11;0.0006094354769937641;-1.0
88;0.08206857785272625;7.042534698070394e-11;0.007011709374395173;-1.0
89;0.08646827624929815;3.195860086796316e-13;0.00036521574408684314;-1.0
90;0.07456799398948159;6.955117641954707e-07;0.003555475899159232;-1.0
91;0.07505643340857787;3.820999494016255e-07;0.008832328190874724;-1.0
92;0.08255335080494197;3.8864594473817654e-11;0.00244844263066036;-1.0
93;0.0718562874251497;1.9340792359200633e-05;0.009152465893808205;-1.0
94;0.06719219219219219;0.005894201169700167;0.017824770904535634;-1.0
95;0.07985719654265314;1.060330502343822e-09;0.003959561565344877;-1.0
96;0.07505185743918537;3.8425010762545223e-07;0.010386318842722824;-1.0
97;0.08729861371300113;1.154452565303184e-13;0.00047743738106584754;-1.0
98;0.07624743038684358;8.869300733770998e-08;0.006622614950765953;-1.0
99;0.07714177407126611;2.9620338169795462e-08;0.006163609151022673;-1.0
100;0.0771668219944082;2.8724354306611246e-08;0.0022602775456475274;-1.0
