h;risk;rho_lam;rho_mv2;rho_mv2u
1;0.18157575757575758;2.2707543525592487e-07;0.02099331686577221;-1.0
2;0.18769868028128311;7.2307485433335265e-12;0.006258899584771051;-1.0
3;0.19491894507621582;3.599584166331419e-17;0.0016923618125213905;-1.0
4;0.18887276245766813;9.92835719084091e-13;0.0035125706298017494;-1.0
5;0.18688017028687534;2.8862820495928385e-11;0.004030668786408569;-1.0
6;0.18110736451155746;5.013972231830343e-07;0.007596613083282219;-1.0
7;0.18601031228718748;1.2566284083192749e-10;0.004602087866200202;-1.0
8;0.18179608110079254;1.5644198401909799e-07;0.02257467187843875;-1.0
9;0.18730590062111802;1.4049494068788695e-11;0.0034099157734189026;-1.0
10;0.19811597032409214;1.6150792664677845e-19;0.0009792676548205858;-1.0
11;0.18879486431281003;1.1326344480135095e-12;0.004013041349506161;-1.0
12;0.18081646522013495;8.200365485571113e-07;0.015239662323123857;-1.0
13;0.1793240749732932;1.023106314721812e-05;0.008089451949748267;-1.0
14;0.18442543262687147;1.8332570961378838e-09;0.010852076363735901;-1.0
15;0.1839325516038376;4.219105162863896e-09;0.0060085182284016865;-1.0
16;0.18164985625883157;2.0033106558683374e-07;0.018731907271525027;-1.0
17;0.18708488873806176;2.041658451295714e-11;0.004753017937364504;-1.0
18;0.17992961188777007;3.6743756449965534e-06;0.01154955155131526;-1.0
19;0.18764012086948045;7.983480689649008e-12;0.0064876045988892335;-1.0
20;0.1899627713581202;1.5715175380623871e-13;0.008812410210781694;-1.0
21;0.1783551474897441;5.266845210416045e-05;0.02487742359122064;-1.0
22;0.18192414161526882;1.259792847060587e-07;0.011434074916307062;-1.0
23;0.18996363636363636;1.5692203368888596e-13;0.00407314572778731;-1.0
24;0.17253503931239927;0.9911400121131838;0.025598694738217704;-1.0
25;0.19599804782820887;5.803689955944398e-18;0.00042702613398363576;-1.0
26;0.18640852264435473;6.408270949071882e-11;0.005301452962790651;-1.0
27;0.19506411807403823;2.815982002433087e-17;0.0004228841855959991;-1.0
28;0.17975567190226877;4.930988112317819e-06;0.0246185724395777;-1.0
29;0.17648204978323348;0.0012509763445117978;0.022414700822018293;-1.0
30;0.1800426480566056;3.0350372310969444e-06;0.01566069171113981;-1.0
31;0.18813915936781328;3.4329931695155067e-12;0.00850293684285213;-1.0
32;0.18987465248987953;1.8240562451396106e-13;0.0016187407270256999;-1.0
33;0.18466712155180817;1.21818905870488e-09;0.006883982584721668;-1.0
34;0.17893868839736127;1.9632171234952834e-05;0.015248455685685154;-1.0
35;0.18597293877153703;1.3386156268670255e-10;0.004238967803578381;-1.0
36;0.18541270537760227;3.452390275435667e-10;0.005412746145034236;-1.0
37;0.19033497010063688;8.374472904260584e-14;0.006063927919710639;-1.0
38;0.18001163241566498;3.1984789175616875e-06;0.019433897999096575;-1.0
39;0.19451299172593992;7.151632504901903e-17;0.0009213996004528906;-1.0
40;0.18580031080031081;1.7924319728935403e-10;0.004673394754881454;-1.0
41;0.19149555846803554;1.176419347171249e-14;0.0025865680493573806;-1.0
42;0.1860521469419405;1.1707963724323676e-10;0.00709328175881284;-1.0
43;0.17598915201704682;0.002879110744098339;0.024377816967706623;-1.0
44;0.17907707175646292;1.5535761038248763e-05;0.02934605626827408;-1.0
45;0.18188922535899188;1.336421391533632e-07;0.008322726373082647;-1.0
46;0.18656571539506892;4.912363412227037e-11;0.009732462449237917;-1.0
47;0.1847931637211109;9.843349222154166e-10;0.016745418959029132;-1.0
48;0.19647245915859476;2.6017904342233975e-18;0.0006791251198144006;-1.0
49;0.18850306390428948;1.855251866399828e-12;0.011299723024205607;-1.0
50;0.18887375996887765;9.911622894641752e-13;0.004943191155615879;-1.0
51;0.18176527643064985;1.6480782837909935e-07;0.014123867480764898;-1.0
52;0.18210940154346456;9.209473293224167e-08;0.020284037317196822;-1.0
53;0.18356058032898248;7.914346074707113e-09;0.00883355842129943;-1.0
54;0.18270254573613395;3.377531660289414e-08;0.01182789064135642;-1.0
55;0.18905667777995686;7.274457236027877e-13;0.005310935505498841;-1.0
56;0.18934509670851712;4.4665378189506374e-13;0.009055112530600163;-1.0
57;0.1797000145623999;5.417657504884787e-06;0.010225880189022143;-1.0
58;0.19003861381299184;1.382345690308253e-13;0.001728051765854264;-1.0
59;0.18092695947585538;6.802688566228984e-07;0.020767073933797446;-1.0
60;0.1851491884536884;5.390886164117878e-10;0.005526548367373789;-1.0
61;0.18808671247459596;3.751393435812204e-12;0.0032982332236778347;-1.0
62;0.18025331312044598;2.125400848145924e-06;0.018054277368584917;-1.0
63;0.1877479918707055;6.652215518487505e-12;0.004368394818980575;-1.0
64;0.18406219630709428;3.388462349959159e-09;0.013846690255750083;-1.0
65;0.19761324890404286;3.7793586523840717e-19;0.0002903850304981965;-1.0
66;0.18208666182522393;9.570530294708659e-08;0.02081182915027976;-1.0
67;0.18976825535636205;2.183643364156846e-13;0.0015579335327173167;-1.0
68;0.17843270537968536;4.6194267255065096e-05;0.021429077924119955;-1.0
69;0.18104418456720653;5.579361480040071e-07;0.007721879763507256;-1.0
70;0.1863913928467578;6.59662601941373e-11;0.008097980044752246;-1.0
71;0.18790905124351578;5.06612718523247e-12;0.007963906458842493;-1.0
72;0.18369119420989144;6.345787683031891e-09;0.011765504840780724;-1.0
73;0.17983413356612832;4.318249243185468e-06;0.02071889564427155;-1.0
74;0.19181076355158344;6.903343114101489e-15;0.0022865792247611103;-1.0
75;0.17584994138335286;0.003643357296635866;0.0162958804953214;-1.0
76;0.18756069139638765;9.131231167996017e-12;0.00875764914238748;-1.0
77;0.1794213153685843;8.679654868844134e-06;0.022156341249658925;-1.0
78;0.18252933507170796;4.527038415532787e-08;0.010918866645923576;-1.0
79;0.17670119059142386;0.0008635766773644525;0.022180567091542626;-1.0
80;0.19487029736701222;3.9082442085498895e-17;0.0018004426893372658;-1.0
81;0.18644809806401402;5.993419246412693e-11;0.006795934708782699;-1.0
82;0.17868852459016393;2.9971011451318878e-05;0.011659290441146023;-1.0
83;0.17958155753583882;6.619305592267188e-06;0.018640716208760247;-1.0
84;0.18144809537656295;2.8179403074225555e-07;0.017062218360755582;-1.0
85;0.18023144605967864;2.205469899647774e-06;0.012709708648357946;-1.0
86;0.18997922404213172;1.528394764488229e-13;0.006281671929181636;-1.0
87;0.18714528256124183;1.8434305693061307e-11;0.011937267193176738;-1.0
88;0.18693364513300204;2.636720601690241e-11;0.003340067731898819;-1.0
89;0.18675432188945704;3.570822426539657e-11;0.00903355293718622;-1.0
90;0.18341903560686912;1.0054783044593792e-08;0.011204774691914686;-1.0
91;0.1837490257209665;5.754546774164582e-09;0.009460543942638074;-1.0
92;0.18903961996180027;7.487360212737252e-13;0.011407496489138939;-1.0
93;0.18418627213194275;2.7471036561372398e-09;0.004397464318450332;-1.0
94;0.1902368293861769;9.88637388561664e-14;0.004557953429676266;-1.0
95;0.18866550116550115;1.409615488857577e-12;0.002988595941761612;-1.0
96;0.186371578334304;6.821417838150193e-11;0.0029572524166493475;-1.0
97;0.18557151174073355;2.639273440721591e-10;0.007211519048777481;-1.0
98;0.19490905544448237;3.6602924246061927e-17;0.000743888863932797;-1.0
99;0.18949461635464157;3.4686154744401623e-13;0.0021173833342502937;-1.0
100;0.18129307834190855;3.662555464174006e-07;0.020347325478463442;-1.0
