h;risk;rho_lam;rho_mv2;rho_mv2u
1;0.16299559471365638;9.236169540820787e-07;0.0010454961006731863;-1.0
2;0.14464944649446496;0.025044452152720966;0.01725532926001345;-1.0
3;0.15537555228276878;6.409473677138137e-05;0.011456113365688213;-1.0
4;0.16267060125414975;1.1066857418316796e-06;0.003693804132380112;-1.0
5;0.15474028332727932;9.12705591364726e-05;0.013209484152185222;-1.0
6;0.15962099125364432;6.038672094953672e-06;0.0019746643293975;-1.0
7;0.15409599422591122;0.0001306227159955429;0.0069413317299556795;-1.0
8;0.14992559523809523;0.0013297400157276644;0.02503101069571953;-1.0
9;0.1508256880733945;0.0008058710214252379;0.0021060421573955317;-1.0
10;0.16035307098197868;4.018273120098154e-06;0.006555926668137173;-1.0
11;0.15987008300252617;5.257147375767487e-06;0.004641159983463206;-1.0
12;0.157514450867052;1.9497204227510306e-05;0.011131982212093666;-1.0
13;0.16186252771618626;1.734960884538923e-06;0.004387974679030614;-1.0
14;0.16823785351704135;4.9973108835423264e-08;0.005295014417053391;-1.0
15;0.16131441374159822;2.3536269769501162e-06;0.0077953465015219384;-1.0
16;0.1542379046926155;0.00012070549137804805;0.0070745938201091626;-1.0
17;0.15783623564283067;1.6301038706504444e-05;0.002630466184472117;-1.0
18;0.16273062730627305;1.0703342799994003e-06;0.0033998379098286436;-1.0
19;0.15844155844155844;1.1639738331023542e-05;0.013634943561675711;-1.0
20;0.15991156963890935;5.137184856081503e-06;0.003048676483018705;-1.0
21;0.1606180380883938;3.46746420320039e-06;0.0076346529596786035;-1.0
22;0.16027747353048558;4.190897631516301e-06;0.0019212481992126529;-1.0
23;0.15739385065885797;2.0850407429672166e-05;0.01362212767659879;-1.0
24;0.1571632216678546;2.3705244767037975e-05;0.008423353395790027;-1.0
25;0.18463219227967953;5.459564030719449e-12;0.0008032315673745653;-1.0
26;0.14538093485461906;0.016670646425681987;0.01400989155786797;-1.0
27;0.1467351430667645;0.007847248508296836;0.03228932037731449;-1.0
28;0.15207877461706784;0.0004012969468499724;0.009014184613833449;-1.0
29;0.1550529004013134;7.669886911334742e-05;0.004518045999101163;-1.0
30;0.16726878612716764;8.568499785158757e-08;0.0014672577939540048;-1.0
31;0.16325785244704163;7.982136157415127e-07;0.005008160413617233;-1.0
32;0.15879828326180256;9.544279199523429e-06;0.005953742083868751;-1.0
33;0.1544862518089725;0.00010512733809843327;0.022840219362404067;-1.0
34;0.1685516234950748;4.196778283828768e-08;0.0019825274355978403;-1.0
35;0.15566897557418885;5.4440068420943004e-05;0.0150932750065425;-1.0
36;0.16812865497076024;5.3103535972342516e-08;0.003947736086614658;-1.0
37;0.17062477164778955;1.3242016810989214e-08;0.002971376392636659;-1.0
38;0.15852334419109662;1.1121932560108575e-05;0.012295492771401621;-1.0
39;0.1634788884879105;7.058416856401925e-07;0.005003299822668712;-1.0
40;0.1557437407952872;5.222183936683132e-05;0.004728627634681603;-1.0
41;0.1502571638501102;0.0011057208010324172;0.023974791467669274;-1.0
42;0.1619971264367816;1.6097737430828601e-06;0.005695866993020999;-1.0
43;0.15800944424264438;1.48033708893737e-05;0.004219036887713307;-1.0
44;0.14301389904901243;0.062220034452683884;0.021143810059416988;-1.0
