h;risk;rho_lam;rho_mv2;rho_mv2u
1;0.0520694259012016;3.7189997930319394e-06;0.023159532171791845;0.0093923192117971
2;0.055776892430278883;2.87117443231952e-07;0.003537594796401656;0.0020543761403336216
3;0.049597855227882036;2.0510760587546007e-05;0.003436913253753674;0.0034295260267573767
4;0.04907161803713528;2.9503320330530986e-05;0.01435655305808045;0.007201989557577142
5;0.04256756756756757;0.0026382027093067007;0.007053069516762919;0.016919802648196557
6;0.04916943521594684;2.7575436790811747e-05;0.0030495519198889343;0.0033880095146890184
7;0.049967126890203814;1.589233295586007e-05;0.0029975033640062517;0.005715960574414729
8;0.04121621621621622;0.006710574756277045;0.017192417081625347;0.024981380006869884
9;0.0425531914893617;0.002664535289264031;0.010477065438773282;0.022315765107814845
10;0.04879679144385027;3.5672065640843455e-05;0.0014662211201894385;0.002855313836259311
11;0.049867021276595744;1.7030318028097653e-05;0.0015527389233212713;0.0029995064737517174
12;0.04649595687331536;0.00017484660652916488;0.0018183284743471637;0.0032664512126127257
13;0.039735099337748346;0.01867004503265644;0.03413403284967132;0.043233083903123276
14;0.041527126590756865;0.005413473164065566;0.012318223710726588;0.033629518886535106
15;0.0531986531986532;1.7045878932121197e-06;0.0161726987078977;0.005865379143626458
16;0.04088471849865952;0.008437627634458308;0.017139583973540776;0.0350321559544573
17;0.051094890510948905;7.291553280942147e-06;0.007890741329727655;0.006931939060413087
18;0.048550236008091704;4.229639074995772e-05;0.028461469970800398;0.018681071351906768
19;0.04659014179608373;0.00016383191753277773;0.04358018677878021;0.029253816667094475
20;0.05431937172774869;7.858968824997078e-07;0.0009942093733593563;0.002213842913359883
21;0.04969778374748153;1.9142550288968863e-05;0.003898603269793461;0.0026868879878604586
22;0.05921052631578947;2.678256371488801e-08;0.004922513292106559;0.0016664645775357329
23;0.042924211938296444;0.002062066518195408;0.007239579055789595;0.009425722750744832
24;0.05308560053085601;1.8430582479757905e-06;0.004197860990816688;0.0020428487910104606
25;0.05172413793103448;4.720894960495008e-06;0.0009284586627014999;0.0010891412570569455
26;0.046449900464499004;0.00018049937538905638;0.005963513295396635;0.006371298610599497
27;0.04701141705842848;0.00012246205650770386;0.022725275362200103;0.008133225082728531
28;0.04509283819628647;0.00046093610781329546;0.009262844839771476;0.009440798433358204
29;0.04231027535258563;0.0031514078577082228;0.0032957203773282015;0.011067107094941853
30;0.04794058068872384;6.444967421138376e-05;0.0024408748465041532;0.004579358580753837
31;0.04666666666666667;0.00015539550055179547;0.0111383325270816;0.012892290612257
32;0.04499664204163868;0.0004926095895950945;0.006892870795399114;0.008757923781703442
33;0.055592766242464835;3.260646536609179e-07;0.0011448208708416169;0.0018749870401633991
34;0.04986522911051213;1.705141675623966e-05;0.0016890350826479275;0.0024657102577684254
35;0.06125166444740346;6.537941017897907e-09;0.003192898811655905;0.0010891412570569455
36;0.06790945406125166;6.574712052202703e-11;0.0031370417368061262;0.0003160435931626856
37;0.04659014179608373;0.00016383191753277773;0.009954076877574927;0.007130446350344424
38;0.05047106325706595;1.1219914172170813e-05;0.017983705060945196;0.005182911151135144
39;0.048862115127175365;3.409800126671243e-05;0.008894147769887914;0.00776073149452324
40;0.049234863606121095;2.6356737349670372e-05;0.03120915442247251;0.02016309575894574
41;0.04947229551451187;2.2369381045893296e-05;0.005695520265613977;0.0056745953792251514
42;0.04103242885506287;0.007619074213842947;0.01154848393400534;0.01702786700621549
43;0.05563002680965148;3.177783311170592e-07;0.004587837433347543;0.0016664645775357329
44;0.0494579945799458;2.259148276417109e-05;0.009419424544268702;0.006218898977333073
45;0.049439683586025046;2.287908542054296e-05;0.0023876529621897967;0.0035571530242552584
46;0.04576043068640646;0.00029062982714623067;0.006807970665460726;0.014477886441560072
47;0.042112299465240643;0.003613300998159614;0.013826306314826292;0.012719824437846498
48;0.04627766599597585;0.0002033068100065451;0.008183087322476397;0.008535832013535185
49;0.040214477211796246;0.013406506761033457;0.050785120833713414;0.048150656295247236
50;0.04822505023442733;5.295051000173431e-05;0.012080896291804729;0.02156605121231811
51;0.0583167660702452;4.966046069541042e-08;0.002709977617966627;0.0016664645775357329
