repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;16669;30959;11907;8;2;0.05115;0.10999;6033.00000;0.13482;0.13382;0.04275;2127.00000;33086.00000;0.25367;0.29148;0.26452;0.24778;0.36136;0.25876;-1.00000;0.08825;0.14323
2;16669;30959;11907;8;2;0.05425;0.11147;6031.00000;0.13525;0.13755;0.04377;2140.00000;33099.00000;0.25681;0.29661;0.26918;0.25236;0.36909;0.25779;-1.00000;0.08814;0.15494
3;16669;30959;11907;8;2;0.05325;0.10788;6028.00000;0.13065;0.13198;0.04245;2111.00000;33070.00000;0.24919;0.28992;0.26342;0.24668;0.35731;0.25339;-1.00000;0.09146;0.14981
4;16669;30959;11907;8;2;0.05115;0.11048;6044.00000;0.13505;0.13240;0.04296;2140.00000;33099.00000;0.25469;0.29291;0.26524;0.24852;0.36273;0.26356;-1.00000;0.08952;0.14765
5;16669;30959;11907;8;2;0.05350;0.10852;6008.00000;0.13222;0.13444;0.04269;2127.00000;33086.00000;0.25062;0.28992;0.26421;0.24749;0.35906;0.25145;-1.00000;0.08718;0.15028
6;16669;30959;11907;8;2;0.05518;0.11177;6040.00000;0.13714;0.13812;0.04303;2120.00000;33079.00000;0.25743;0.29492;0.26606;0.24925;0.36584;0.25793;-1.00000;0.08744;0.14955
7;16669;30959;11907;8;2;0.05224;0.11230;6022.00000;0.13732;0.13714;0.04386;2125.00000;33084.00000;0.25861;0.29681;0.26999;0.25309;0.37153;0.26220;-1.00000;0.08842;0.17030
8;16669;30959;11907;8;2;0.05585;0.10946;5983.00000;0.13485;0.13402;0.04206;2116.00000;33075.00000;0.25267;0.28965;0.26141;0.24472;0.35714;0.25639;-1.00000;0.08794;0.13662
9;16669;30959;11907;8;2;0.05434;0.11144;6044.00000;0.13588;0.13764;0.04334;2123.00000;33082.00000;0.25671;0.29557;0.26748;0.25065;0.36708;0.25742;-1.00000;0.08887;0.14335
10;16669;30959;11907;8;2;0.05518;0.10678;6039.00000;0.13087;0.13194;0.04085;2121.00000;33080.00000;0.24683;0.28498;0.25537;0.23886;0.34567;0.24871;-1.00000;0.08507;0.14505
11;16669;30959;11907;8;2;0.05535;0.10900;6038.00000;0.13342;0.13558;0.04223;2144.00000;33103.00000;0.25155;0.28957;0.26161;0.24501;0.35615;0.25109;-1.00000;0.08360;0.14554
12;16669;30959;11907;8;2;0.05274;0.11132;6007.00000;0.13406;0.13546;0.04435;2115.00000;33074.00000;0.25655;0.29831;0.27255;0.25558;0.37348;0.26137;-1.00000;0.09079;0.14512
13;16669;30959;11907;8;2;0.05417;0.11226;6028.00000;0.13659;0.13658;0.04393;2125.00000;33084.00000;0.25850;0.29779;0.27030;0.25340;0.37182;0.26308;-1.00000;0.08945;0.15790
14;16669;30959;11907;8;2;0.05543;0.10942;5998.00000;0.13405;0.13478;0.04241;2106.00000;33065.00000;0.25256;0.29085;0.26337;0.24659;0.35957;0.25468;-1.00000;0.08676;0.14919
15;16669;30959;11907;8;2;0.05148;0.10987;6055.00000;0.13459;0.13395;0.04248;2135.00000;33094.00000;0.25335;0.29118;0.26305;0.24638;0.35917;0.25787;-1.00000;0.08859;0.15087
16;16669;30959;11907;8;2;0.05560;0.10915;6023.00000;0.13327;0.13445;0.04230;2122.00000;33081.00000;0.25190;0.29070;0.26243;0.24573;0.35771;0.25401;-1.00000;0.08743;0.15068
17;16669;30959;11907;8;2;0.05115;0.10974;6030.00000;0.13517;0.13604;0.04215;2118.00000;33077.00000;0.25315;0.29002;0.26180;0.24510;0.35776;0.25340;-1.00000;0.08684;0.14368
18;16669;30959;11907;8;2;0.04871;0.11460;6050.00000;0.13905;0.13846;0.04473;2108.00000;33067.00000;0.26342;0.30329;0.27460;0.25751;0.38074;0.26926;-1.00000;0.08890;0.15571
19;16669;30959;11907;8;2;0.05182;0.11156;6063.00000;0.13636;0.13523;0.04339;2101.00000;33060.00000;0.25691;0.29541;0.26825;0.25132;0.36839;0.26253;-1.00000;0.08807;0.14328
20;16669;30959;11907;8;2;0.05753;0.10990;6034.00000;0.13598;0.13436;0.04215;2108.00000;33067.00000;0.25348;0.28943;0.26202;0.24529;0.35836;0.25734;-1.00000;0.08481;0.15523
