repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;442;8402;2211;68;2;0.08503;0.12715;149.00000;0.15565;0.16987;0.04870;41.00000;8443.00000;0.48476;0.72428;0.85432;0.95757;1.00000;0.69237;-1.00000;0.05298;0.23529
2;442;8402;2211;68;2;0.05834;0.11764;147.00000;0.14810;0.15192;0.04308;37.00000;8439.00000;0.46238;0.70316;0.85727;0.96744;1.00000;0.68184;-1.00000;0.04938;0.18301
3;442;8402;2211;68;2;0.06287;0.14232;151.00000;0.17452;0.16326;0.05561;41.00000;8443.00000;0.52074;0.75778;0.88225;1.00000;1.00000;0.77726;-1.00000;0.05882;0.24260
4;442;8402;2211;68;2;0.06332;0.15647;148.00000;0.18662;0.17944;0.06465;37.00000;8439.00000;0.55768;0.79350;0.92831;1.00000;1.00000;0.82093;-1.00000;0.09375;0.24242
5;442;8402;2211;68;2;0.07191;0.13662;144.00000;0.16721;0.17475;0.05128;37.00000;8439.00000;0.51259;0.75299;0.88906;1.00000;1.00000;0.73965;-1.00000;0.05000;0.22436
6;442;8402;2211;68;2;0.06332;0.14604;144.00000;0.18054;0.18202;0.05731;39.00000;8441.00000;0.53579;0.77270;0.89930;1.00000;1.00000;0.77241;-1.00000;0.06211;0.20886
7;442;8402;2211;68;2;0.07282;0.13369;147.00000;0.16950;0.16516;0.04996;39.00000;8441.00000;0.50274;0.74122;0.87495;0.99020;1.00000;0.73784;-1.00000;0.06587;0.23780
8;442;8402;2211;68;2;0.06558;0.12738;147.00000;0.15838;0.16132;0.04957;38.00000;8440.00000;0.48699;0.72742;0.87498;1.00000;1.00000;0.71346;-1.00000;0.05455;0.22727
9;442;8402;2211;68;2;0.06965;0.11994;147.00000;0.14226;0.14419;0.04935;39.00000;8441.00000;0.46822;0.71013;0.86199;0.98592;1.00000;0.70835;-1.00000;0.05952;0.23418
10;442;8402;2211;68;2;0.05156;0.13310;148.00000;0.16823;0.16393;0.04822;39.00000;8441.00000;0.50045;0.73906;0.86930;0.97810;1.00000;0.73546;-1.00000;0.05229;0.20497
11;442;8402;2211;68;2;0.07463;0.13129;145.00000;0.15931;0.16648;0.05090;39.00000;8441.00000;0.49846;0.73907;0.87352;0.99667;1.00000;0.72692;-1.00000;0.07831;0.23125
12;442;8402;2211;68;2;0.06422;0.15529;145.00000;0.17911;0.18349;0.06590;40.00000;8442.00000;0.55744;0.79358;0.91442;1.00000;1.00000;0.81301;-1.00000;0.08284;0.24051
13;442;8402;2211;68;2;0.06558;0.13874;151.00000;0.15815;0.16496;0.05914;37.00000;8439.00000;0.51195;0.75401;0.90544;1.00000;1.00000;0.75632;-1.00000;0.08571;0.24242
14;442;8402;2211;68;2;0.07644;0.13559;147.00000;0.16320;0.16147;0.05431;36.00000;8438.00000;0.50746;0.74890;0.90101;1.00000;1.00000;0.75441;-1.00000;0.07333;0.21341
15;442;8402;2211;68;2;0.06558;0.13011;148.00000;0.15770;0.16120;0.05143;39.00000;8441.00000;0.49299;0.73355;0.87436;1.00000;1.00000;0.72567;-1.00000;0.05422;0.21176
16;442;8402;2211;68;2;0.05699;0.13946;146.00000;0.16982;0.18229;0.05556;40.00000;8442.00000;0.51789;0.75649;0.88533;1.00000;1.00000;0.73561;-1.00000;0.05769;0.23353
17;442;8402;2211;68;2;0.06694;0.13129;145.00000;0.16845;0.16094;0.04687;41.00000;8443.00000;0.49847;0.73606;0.85389;0.94481;1.00000;0.73754;-1.00000;0.06875;0.23810
18;442;8402;2211;68;2;0.06422;0.12739;144.00000;0.15947;0.16319;0.04859;41.00000;8443.00000;0.48956;0.72871;0.85555;0.95677;1.00000;0.71542;-1.00000;0.07317;0.23567
19;442;8402;2211;68;2;0.07056;0.12803;144.00000;0.16340;0.15517;0.04674;39.00000;8441.00000;0.49117;0.73040;0.86283;0.96772;1.00000;0.73401;-1.00000;0.04571;0.22619
20;442;8402;2211;68;2;0.06061;0.11856;146.00000;0.15151;0.16097;0.04166;39.00000;8441.00000;0.46553;0.70503;0.84148;0.93135;1.00000;0.67100;-1.00000;0.04403;0.22293
