repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;13929;25870;9950;300;2;0.01216;0.02324;5010.00000;0.02293;0.02225;0.01181;1755.00000;27625.00000;0.06551;0.10659;0.10986;0.09857;0.11372;0.09563;-1.00000;0.01823;0.03224
2;13929;25870;9950;300;2;0.01176;0.02203;5046.00000;0.02203;0.02218;0.01095;1763.00000;27633.00000;0.06258;0.10209;0.10470;0.09357;0.10764;0.08986;-1.00000;0.01770;0.02769
3;13929;25870;9950;300;2;0.01357;0.02176;5011.00000;0.02098;0.02042;0.01115;1753.00000;27623.00000;0.06202;0.10238;0.10599;0.09487;0.10897;0.09194;-1.00000;0.01729;0.02744
4;13929;25870;9950;300;2;0.01427;0.02227;5048.00000;0.02120;0.02201;0.01175;1773.00000;27643.00000;0.06315;0.10419;0.10906;0.09794;0.11249;0.09131;-1.00000;0.01775;0.02935
5;13929;25870;9950;300;2;0.01166;0.02318;5033.00000;0.02206;0.02179;0.01220;1757.00000;27627.00000;0.06533;0.10735;0.11197;0.10071;0.11602;0.09611;-1.00000;0.01739;0.02849
6;13929;25870;9950;300;2;0.01216;0.02263;4975.00000;0.02198;0.02224;0.01174;1746.00000;27616.00000;0.06415;0.10523;0.10961;0.09835;0.11323;0.09292;-1.00000;0.01788;0.03101
7;13929;25870;9950;300;2;0.01317;0.02333;4986.00000;0.02298;0.02230;0.01173;1758.00000;27628.00000;0.06577;0.10700;0.10934;0.09805;0.11321;0.09606;-1.00000;0.01724;0.02925
8;13929;25870;9950;300;2;0.01286;0.02338;5036.00000;0.02361;0.02379;0.01142;1780.00000;27650.00000;0.06579;0.10614;0.10719;0.09597;0.11087;0.09338;-1.00000;0.01800;0.02907
9;13929;25870;9950;300;2;0.01377;0.02251;5025.00000;0.02238;0.02232;0.01155;1774.00000;27644.00000;0.06377;0.10387;0.10798;0.09680;0.11138;0.09199;-1.00000;0.01694;0.02950
10;13929;25870;9950;300;2;0.01397;0.02192;5031.00000;0.02123;0.02106;0.01121;1757.00000;27627.00000;0.06237;0.10272;0.10629;0.09516;0.10935;0.09148;-1.00000;0.01655;0.02785
11;13929;25870;9950;300;2;0.01317;0.02197;5005.00000;0.02261;0.02225;0.01043;1757.00000;27627.00000;0.06252;0.10125;0.10184;0.09071;0.10451;0.08962;-1.00000;0.01561;0.02900
12;13929;25870;9950;300;2;0.01457;0.02268;5044.00000;0.02271;0.02197;0.01136;1784.00000;27654.00000;0.06412;0.10408;0.10673;0.09559;0.11010;0.09333;-1.00000;0.01810;0.02945
13;13929;25870;9950;300;2;0.01266;0.02196;5023.00000;0.02298;0.02268;0.01048;1765.00000;27635.00000;0.06246;0.10062;0.10201;0.09088;0.10467;0.08870;-1.00000;0.01689;0.02800
14;13929;25870;9950;300;2;0.01367;0.02155;5064.00000;0.02136;0.02080;0.01090;1771.00000;27641.00000;0.06142;0.10067;0.10424;0.09318;0.10696;0.09003;-1.00000;0.01644;0.02745
15;13929;25870;9950;300;2;0.01256;0.02220;5040.00000;0.02105;0.02098;0.01182;1762.00000;27632.00000;0.06300;0.10413;0.10964;0.09849;0.11309;0.09290;-1.00000;0.01525;0.02917
16;13929;25870;9950;300;2;0.01317;0.02255;5002.00000;0.02301;0.02267;0.01113;1765.00000;27635.00000;0.06391;0.10338;0.10578;0.09457;0.10900;0.09164;-1.00000;0.01584;0.02982
17;13929;25870;9950;300;2;0.01226;0.02282;5035.00000;0.02263;0.02289;0.01172;1748.00000;27618.00000;0.06448;0.10502;0.10949;0.09820;0.11312;0.09237;-1.00000;0.01751;0.02724
18;13929;25870;9950;300;2;0.01367;0.02294;5036.00000;0.02233;0.02218;0.01170;1771.00000;27641.00000;0.06475;0.10582;0.10888;0.09769;0.11256;0.09421;-1.00000;0.01642;0.03000
19;13929;25870;9950;300;2;0.01327;0.02249;5050.00000;0.02237;0.02217;0.01141;1778.00000;27648.00000;0.06367;0.10369;0.10710;0.09595;0.11041;0.09208;-1.00000;0.01659;0.03056
20;13929;25870;9950;300;2;0.01065;0.02307;5024.00000;0.02210;0.02213;0.01217;1780.00000;27650.00000;0.06508;0.10672;0.11135;0.10017;0.11531;0.09499;-1.00000;0.01787;0.02886
