repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;7814;18234;6513;123;2;0.16751;0.21987;2799.00000;0.20001;0.19969;0.12087;960.00000;19194.00000;0.50299;0.64481;0.65260;0.65701;1.00000;0.63689;-1.00000;0.20637;0.23613
2;7814;18234;6513;123;2;0.17089;0.21929;2784.00000;0.19696;0.20035;0.12054;968.00000;19202.00000;0.50193;0.64593;0.64976;0.65479;1.00000;0.63349;-1.00000;0.20056;0.24403
3;7814;18234;6513;123;2;0.16874;0.21369;2798.00000;0.19323;0.19207;0.11593;969.00000;19203.00000;0.49006;0.63230;0.63228;0.63380;1.00000;0.62584;-1.00000;0.19487;0.23513
4;7814;18234;6513;123;2;0.17166;0.21775;2813.00000;0.19744;0.19644;0.11870;972.00000;19206.00000;0.49839;0.64033;0.64321;0.64608;1.00000;0.63400;-1.00000;0.20195;0.23458
5;7814;18234;6513;123;2;0.17304;0.21742;2817.00000;0.19444;0.19358;0.12057;968.00000;19202.00000;0.49765;0.64211;0.64897;0.65492;1.00000;0.63810;-1.00000;0.19494;0.23755
6;7814;18234;6513;123;2;0.17043;0.21707;2816.00000;0.19532;0.19474;0.12019;966.00000;19200.00000;0.49694;0.64033;0.64812;0.65338;1.00000;0.63441;-1.00000;0.19721;0.23838
7;7814;18234;6513;123;2;0.17411;0.21610;2816.00000;0.19381;0.19468;0.11865;976.00000;19210.00000;0.49491;0.63860;0.64149;0.64553;1.00000;0.63044;-1.00000;0.19713;0.23180
8;7814;18234;6513;123;2;0.17027;0.21983;2798.00000;0.19829;0.20128;0.11992;962.00000;19196.00000;0.50292;0.64625;0.64855;0.65253;1.00000;0.63365;-1.00000;0.19686;0.23980
9;7814;18234;6513;123;2;0.16337;0.21399;2801.00000;0.19318;0.19061;0.11785;969.00000;19203.00000;0.49065;0.63320;0.63902;0.64252;1.00000;0.62987;-1.00000;0.19770;0.23383
10;7814;18234;6513;123;2;0.16628;0.21820;2807.00000;0.19669;0.19674;0.11967;973.00000;19207.00000;0.49940;0.64246;0.64626;0.65040;1.00000;0.63544;-1.00000;0.20076;0.23888
11;7814;18234;6513;123;2;0.16813;0.21696;2818.00000;0.19400;0.19732;0.11976;960.00000;19194.00000;0.49670;0.64132;0.64664;0.65198;1.00000;0.62889;-1.00000;0.19465;0.23180
12;7814;18234;6513;123;2;0.16889;0.21670;2816.00000;0.19419;0.19587;0.11960;972.00000;19206.00000;0.49617;0.64014;0.64523;0.65020;1.00000;0.63065;-1.00000;0.19818;0.23439
13;7814;18234;6513;123;2;0.17196;0.21107;2790.00000;0.19074;0.19261;0.11545;966.00000;19200.00000;0.48466;0.62687;0.62998;0.63189;1.00000;0.61397;-1.00000;0.19282;0.23058
14;7814;18234;6513;123;2;0.16352;0.21490;2784.00000;0.19541;0.19273;0.11706;964.00000;19198.00000;0.49273;0.63424;0.63742;0.63941;1.00000;0.62994;-1.00000;0.19604;0.23455
15;7814;18234;6513;123;2;0.16644;0.21204;2807.00000;0.19329;0.19833;0.11420;981.00000;19215.00000;0.48651;0.62683;0.62523;0.62489;1.00000;0.60649;-1.00000;0.18689;0.22976
16;7814;18234;6513;123;2;0.17442;0.21661;2812.00000;0.19674;0.19562;0.11862;968.00000;19202.00000;0.49603;0.63766;0.64301;0.64610;1.00000;0.63087;-1.00000;0.20148;0.23482
17;7814;18234;6513;123;2;0.17565;0.21564;2810.00000;0.19372;0.19255;0.11907;948.00000;19182.00000;0.49400;0.63797;0.64510;0.64995;1.00000;0.63280;-1.00000;0.19600;0.23291
18;7814;18234;6513;123;2;0.17457;0.21815;2785.00000;0.19664;0.19524;0.12016;972.00000;19206.00000;0.49954;0.64272;0.64801;0.65270;1.00000;0.63867;-1.00000;0.19349;0.23471
19;7814;18234;6513;123;2;0.16060;0.21569;2801.00000;0.19349;0.19380;0.11925;965.00000;19199.00000;0.49420;0.63811;0.64430;0.64921;1.00000;0.63077;-1.00000;0.19958;0.23117
20;7814;18234;6513;123;2;0.17273;0.21882;2808.00000;0.19636;0.19324;0.12108;972.00000;19206.00000;0.50069;0.64462;0.65109;0.65686;1.00000;0.64486;-1.00000;0.19421;0.23401
