repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;1768;7076;2211;68;2;0.05201;0.09780;626.00000;0.11477;0.11723;0.04059;193.00000;7269.00000;0.29551;0.45274;0.47650;0.44652;1.00000;0.39798;-1.00000;0.07012;0.13030
2;1768;7076;2211;68;2;0.05111;0.08665;618.00000;0.10623;0.10929;0.03335;194.00000;7270.00000;0.26958;0.41849;0.43483;0.40085;0.87337;0.36072;-1.00000;0.04487;0.12308
3;1768;7076;2211;68;2;0.04975;0.09546;618.00000;0.11065;0.10848;0.04021;197.00000;7273.00000;0.29063;0.44785;0.47017;0.44083;1.00000;0.40464;-1.00000;0.06240;0.14529
4;1768;7076;2211;68;2;0.05246;0.09990;614.00000;0.11677;0.11171;0.04127;196.00000;7272.00000;0.30150;0.46010;0.47807;0.44804;1.00000;0.42050;-1.00000;0.06718;0.13182
5;1768;7076;2211;68;2;0.05246;0.10682;607.00000;0.12285;0.12169;0.04536;198.00000;7274.00000;0.31840;0.48111;0.49879;0.47084;1.00000;0.43584;-1.00000;0.07084;0.14148
6;1768;7076;2211;68;2;0.05201;0.09933;616.00000;0.11774;0.11281;0.04129;194.00000;7270.00000;0.29997;0.45722;0.48009;0.44989;1.00000;0.41536;-1.00000;0.07390;0.13057
7;1768;7076;2211;68;2;0.05382;0.08770;619.00000;0.10720;0.10800;0.03443;197.00000;7273.00000;0.27200;0.42116;0.43853;0.40513;0.88734;0.36800;-1.00000;0.06061;0.12500
8;1768;7076;2211;68;2;0.04975;0.10076;614.00000;0.11868;0.11736;0.04169;198.00000;7274.00000;0.30352;0.46144;0.47914;0.44889;1.00000;0.41396;-1.00000;0.06471;0.12963
9;1768;7076;2211;68;2;0.04568;0.09364;620.00000;0.11265;0.11332;0.03676;200.00000;7276.00000;0.28614;0.43877;0.45014;0.41719;0.96005;0.38649;-1.00000;0.06202;0.15504
10;1768;7076;2211;68;2;0.04206;0.10256;618.00000;0.11959;0.11418;0.04326;199.00000;7275.00000;0.30742;0.46662;0.48658;0.45750;1.00000;0.42776;-1.00000;0.07196;0.15846
11;1768;7076;2211;68;2;0.04613;0.10230;613.00000;0.11561;0.11629;0.04452;198.00000;7274.00000;0.30724;0.46963;0.49253;0.46584;1.00000;0.42348;-1.00000;0.07429;0.15254
12;1768;7076;2211;68;2;0.04659;0.09855;620.00000;0.11577;0.11543;0.04089;194.00000;7270.00000;0.29778;0.45537;0.47749;0.44746;1.00000;0.40599;-1.00000;0.06923;0.13354
13;1768;7076;2211;68;2;0.04523;0.09294;622.00000;0.11236;0.11212;0.03695;199.00000;7275.00000;0.28429;0.43621;0.45191;0.41922;0.95688;0.38500;-1.00000;0.05538;0.12689
14;1768;7076;2211;68;2;0.04297;0.09956;630.00000;0.11420;0.11386;0.04305;200.00000;7276.00000;0.29935;0.45820;0.48323;0.45542;1.00000;0.41198;-1.00000;0.07154;0.13559
15;1768;7076;2211;68;2;0.05246;0.09547;618.00000;0.11274;0.10947;0.03885;191.00000;7267.00000;0.29065;0.44706;0.46861;0.43767;1.00000;0.40283;-1.00000;0.06667;0.13011
16;1768;7076;2211;68;2;0.04478;0.10380;626.00000;0.11987;0.11488;0.04378;204.00000;7280.00000;0.30967;0.46916;0.48536;0.45647;1.00000;0.43087;-1.00000;0.07609;0.14000
17;1768;7076;2211;68;2;0.04839;0.10049;625.00000;0.12128;0.11264;0.03958;198.00000;7274.00000;0.30194;0.45684;0.46892;0.43614;1.00000;0.41955;-1.00000;0.06467;0.15823
18;1768;7076;2211;68;2;0.04749;0.09847;620.00000;0.11869;0.11214;0.03965;194.00000;7270.00000;0.29760;0.45274;0.47187;0.43994;1.00000;0.41178;-1.00000;0.05197;0.13665
19;1768;7076;2211;68;2;0.04387;0.10030;618.00000;0.11818;0.11958;0.04209;198.00000;7274.00000;0.30209;0.45961;0.48108;0.45135;1.00000;0.40688;-1.00000;0.07068;0.13609
20;1768;7076;2211;68;2;0.04206;0.10879;609.00000;0.12514;0.11465;0.04700;192.00000;7268.00000;0.32283;0.48694;0.51244;0.48580;1.00000;0.45799;-1.00000;0.07472;0.16378
