repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;3979;4865;2211;68;2;0.03980;0.07390;1418.00000;0.08636;0.08710;0.03098;471.00000;5336.00000;0.20682;0.30896;0.30542;0.27863;0.45121;0.27584;-1.00000;0.05752;0.09550
2;3979;4865;2211;68;2;0.04297;0.07414;1408.00000;0.08585;0.08464;0.03166;460.00000;5325.00000;0.20758;0.31141;0.31131;0.28460;0.46172;0.28191;-1.00000;0.05466;0.09911
3;3979;4865;2211;68;2;0.03709;0.07554;1424.00000;0.08504;0.08511;0.03285;481.00000;5346.00000;0.21047;0.31630;0.31321;0.28734;0.46654;0.28678;-1.00000;0.05559;0.09837
4;3979;4865;2211;68;2;0.03121;0.07843;1397.00000;0.08885;0.08738;0.03437;469.00000;5334.00000;0.21773;0.32529;0.32435;0.29816;0.49282;0.29733;-1.00000;0.05743;0.10335
5;3979;4865;2211;68;2;0.03573;0.07290;1420.00000;0.08434;0.08852;0.03096;469.00000;5334.00000;0.20446;0.30716;0.30540;0.27888;0.44883;0.26850;-1.00000;0.05563;0.10089
6;3979;4865;2211;68;2;0.04025;0.07202;1415.00000;0.08637;0.08703;0.02876;474.00000;5339.00000;0.20253;0.30128;0.29258;0.26530;0.42733;0.26733;-1.00000;0.05146;0.09352
7;3979;4865;2211;68;2;0.04025;0.07155;1419.00000;0.08043;0.08616;0.03105;484.00000;5349.00000;0.20135;0.30536;0.30222;0.27658;0.44036;0.26652;-1.00000;0.05028;0.09459
8;3979;4865;2211;68;2;0.04251;0.07245;1419.00000;0.08545;0.08425;0.02981;478.00000;5343.00000;0.20343;0.30370;0.29745;0.27062;0.43531;0.27421;-1.00000;0.05381;0.09578
9;3979;4865;2211;68;2;0.03709;0.07402;1411.00000;0.08678;0.08689;0.03108;470.00000;5335.00000;0.20724;0.30927;0.30619;0.27934;0.45289;0.27708;-1.00000;0.05604;0.09642
10;3979;4865;2211;68;2;0.04478;0.07319;1419.00000;0.08685;0.08278;0.02986;474.00000;5339.00000;0.20515;0.30534;0.29874;0.27165;0.43921;0.28036;-1.00000;0.05232;0.09777
11;3979;4865;2211;68;2;0.03980;0.07345;1409.00000;0.08185;0.08182;0.03211;476.00000;5341.00000;0.20597;0.31221;0.30976;0.28410;0.45714;0.28376;-1.00000;0.04886;0.09364
12;3979;4865;2211;68;2;0.03437;0.07454;1397.00000;0.08558;0.08595;0.03159;464.00000;5329.00000;0.20876;0.31356;0.31006;0.28344;0.46128;0.28190;-1.00000;0.05462;0.09498
13;3979;4865;2211;68;2;0.03392;0.07301;1415.00000;0.08435;0.08859;0.03070;480.00000;5345.00000;0.20482;0.30726;0.30173;0.27532;0.44328;0.26907;-1.00000;0.05453;0.08997
14;3979;4865;2211;68;2;0.04025;0.07408;1422.00000;0.08659;0.08825;0.03098;470.00000;5335.00000;0.20715;0.30933;0.30562;0.27877;0.45188;0.27440;-1.00000;0.05111;0.10103
15;3979;4865;2211;68;2;0.03980;0.07308;1404.00000;0.08573;0.08843;0.02983;466.00000;5331.00000;0.20522;0.30711;0.30006;0.27297;0.44212;0.27023;-1.00000;0.05263;0.08931
16;3979;4865;2211;68;2;0.03935;0.07805;1421.00000;0.08973;0.08610;0.03353;468.00000;5333.00000;0.21635;0.32196;0.32027;0.29365;0.48456;0.29683;-1.00000;0.05979;0.10014
17;3979;4865;2211;68;2;0.03890;0.06783;1425.00000;0.08258;0.08506;0.02620;480.00000;5345.00000;0.19257;0.28769;0.27654;0.24938;0.39356;0.25086;-1.00000;0.04990;0.09569
18;3979;4865;2211;68;2;0.03437;0.07291;1410.00000;0.08279;0.08793;0.03130;473.00000;5338.00000;0.20469;0.30911;0.30614;0.28003;0.45035;0.27006;-1.00000;0.05314;0.09549
19;3979;4865;2211;68;2;0.03528;0.07313;1420.00000;0.08587;0.08669;0.03009;481.00000;5346.00000;0.20499;0.30581;0.29845;0.27168;0.43833;0.27287;-1.00000;0.05346;0.08912
20;3979;4865;2211;68;2;0.03618;0.07325;1426.00000;0.08455;0.08432;0.03048;476.00000;5341.00000;0.20514;0.30779;0.30140;0.27484;0.44331;0.27750;-1.00000;0.05000;0.10255
