repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;2604;23444;6513;123;2;0.16859;0.22900;908.00000;0.21922;0.21720;0.12058;305.00000;23749.00000;0.56833;0.74296;0.76750;0.79392;1.00000;0.73620;-1.00000;0.19632;0.26402
2;2604;23444;6513;123;2;0.17657;0.22226;907.00000;0.21073;0.21163;0.11635;301.00000;23745.00000;0.55396;0.73103;0.75224;0.77557;1.00000;0.71832;-1.00000;0.18305;0.25440
3;2604;23444;6513;123;2;0.16828;0.22805;926.00000;0.21195;0.21544;0.12109;301.00000;23745.00000;0.56526;0.74382;0.76744;0.79850;1.00000;0.73337;-1.00000;0.19959;0.26078
4;2604;23444;6513;123;2;0.16690;0.21886;922.00000;0.20868;0.21407;0.11408;301.00000;23745.00000;0.54580;0.72229;0.74413;0.76450;1.00000;0.69705;-1.00000;0.19198;0.25337
5;2604;23444;6513;123;2;0.17396;0.23854;925.00000;0.22639;0.22734;0.12518;309.00000;23753.00000;0.58771;0.76136;0.78304;0.81392;1.00000;0.75506;-1.00000;0.21281;0.28051
6;2604;23444;6513;123;2;0.17258;0.22680;915.00000;0.21355;0.21592;0.12127;304.00000;23748.00000;0.56322;0.74027;0.76755;0.79776;1.00000;0.72842;-1.00000;0.19231;0.26771
7;2604;23444;6513;123;2;0.17258;0.22818;925.00000;0.21662;0.21309;0.12034;307.00000;23751.00000;0.56560;0.74105;0.76492;0.79171;1.00000;0.73868;-1.00000;0.20291;0.25978
8;2604;23444;6513;123;2;0.17319;0.21083;927.00000;0.20060;0.20253;0.11101;300.00000;23744.00000;0.52825;0.70566;0.73124;0.75006;1.00000;0.68443;-1.00000;0.18570;0.24713
9;2604;23444;6513;123;2;0.17104;0.22896;919.00000;0.21690;0.21981;0.12007;297.00000;23741.00000;0.56760;0.74404;0.76799;0.79579;1.00000;0.72955;-1.00000;0.19894;0.26205
10;2604;23444;6513;123;2;0.16690;0.22508;905.00000;0.21426;0.20966;0.11844;303.00000;23747.00000;0.56013;0.73621;0.75952;0.78464;1.00000;0.73454;-1.00000;0.18757;0.26923
11;2604;23444;6513;123;2;0.17350;0.22382;918.00000;0.21049;0.20969;0.11987;295.00000;23739.00000;0.55666;0.73488;0.76540;0.79593;1.00000;0.72746;-1.00000;0.19485;0.25941
12;2604;23444;6513;123;2;0.17288;0.22579;914.00000;0.21326;0.21939;0.11936;300.00000;23744.00000;0.56111;0.73820;0.76308;0.79070;1.00000;0.71739;-1.00000;0.19874;0.25367
13;2604;23444;6513;123;2;0.17043;0.22837;916.00000;0.21418;0.21108;0.12209;296.00000;23740.00000;0.56652;0.74441;0.77334;0.80609;1.00000;0.74451;-1.00000;0.20084;0.27766
14;2604;23444;6513;123;2;0.17718;0.22168;920.00000;0.20812;0.20999;0.11706;304.00000;23748.00000;0.55196;0.72993;0.75221;0.77740;1.00000;0.71743;-1.00000;0.19490;0.26855
15;2604;23444;6513;123;2;0.17657;0.21724;910.00000;0.20749;0.20104;0.11327;295.00000;23739.00000;0.54300;0.72009;0.74340;0.76381;1.00000;0.71705;-1.00000;0.18021;0.24974
16;2604;23444;6513;123;2;0.17488;0.22204;923.00000;0.21219;0.20998;0.11562;305.00000;23749.00000;0.55255;0.72809;0.74897;0.76986;1.00000;0.71860;-1.00000;0.18796;0.26115
17;2604;23444;6513;123;2;0.17227;0.22706;925.00000;0.21579;0.22002;0.11874;300.00000;23744.00000;0.56321;0.73920;0.76224;0.78770;1.00000;0.72030;-1.00000;0.19597;0.25424
18;2604;23444;6513;123;2;0.17135;0.21972;907.00000;0.20997;0.20826;0.11534;297.00000;23741.00000;0.54851;0.72517;0.75026;0.77281;1.00000;0.71399;-1.00000;0.18029;0.26254
19;2604;23444;6513;123;2;0.17718;0.21910;915.00000;0.20749;0.21144;0.11387;302.00000;23746.00000;0.54671;0.72408;0.74258;0.76296;1.00000;0.70409;-1.00000;0.18910;0.25911
20;2604;23444;6513;123;2;0.17074;0.22258;921.00000;0.21322;0.21321;0.11617;304.00000;23748.00000;0.55382;0.72909;0.75155;0.77308;1.00000;0.71484;-1.00000;0.19038;0.26316
