repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;7959;31840;9950;300;2;0.01437;0.02537;2855.00000;0.02469;0.02441;0.01296;982.00000;32822.00000;0.07726;0.13178;0.14183;0.12641;0.15191;0.11546;-1.00000;0.01765;0.03216
2;7959;31840;9950;300;2;0.01548;0.02670;2875.00000;0.02781;0.02716;0.01299;984.00000;32824.00000;0.08039;0.13414;0.14219;0.12649;0.15297;0.11666;-1.00000;0.01873;0.03576
3;7959;31840;9950;300;2;0.01528;0.02380;2866.00000;0.02426;0.02415;0.01133;983.00000;32823.00000;0.07338;0.12489;0.13184;0.11651;0.13955;0.10812;-1.00000;0.01662;0.03156
4;7959;31840;9950;300;2;0.01447;0.02713;2863.00000;0.02734;0.02623;0.01362;993.00000;32833.00000;0.08148;0.13666;0.14541;0.12983;0.15703;0.12061;-1.00000;0.01956;0.03594
5;7959;31840;9950;300;2;0.01407;0.02511;2866.00000;0.02616;0.02529;0.01195;997.00000;32837.00000;0.07658;0.12870;0.13508;0.11967;0.14396;0.11246;-1.00000;0.01792;0.03371
6;7959;31840;9950;300;2;0.01256;0.02512;2851.00000;0.02402;0.02453;0.01299;980.00000;32820.00000;0.07667;0.13141;0.14203;0.12665;0.15202;0.11406;-1.00000;0.01909;0.03345
7;7959;31840;9950;300;2;0.01327;0.02550;2860.00000;0.02617;0.02527;0.01245;980.00000;32820.00000;0.07755;0.13068;0.13899;0.12342;0.14864;0.11445;-1.00000;0.01671;0.03476
8;7959;31840;9950;300;2;0.01387;0.02443;2853.00000;0.02604;0.02705;0.01171;987.00000;32827.00000;0.07500;0.12594;0.13409;0.11863;0.14239;0.10602;-1.00000;0.01585;0.03192
9;7959;31840;9950;300;2;0.01578;0.02827;2853.00000;0.02846;0.02814;0.01423;997.00000;32837.00000;0.08429;0.14062;0.14888;0.13322;0.16177;0.12269;-1.00000;0.02221;0.03939
10;7959;31840;9950;300;2;0.01397;0.02142;2834.00000;0.02208;0.02156;0.01005;983.00000;32823.00000;0.06769;0.11649;0.12361;0.10854;0.12899;0.10145;-1.00000;0.01513;0.03068
11;7959;31840;9950;300;2;0.01447;0.02587;2865.00000;0.02807;0.02688;0.01151;995.00000;32835.00000;0.07843;0.13002;0.13261;0.11706;0.14154;0.11323;-1.00000;0.01902;0.03400
12;7959;31840;9950;300;2;0.01327;0.02234;2846.00000;0.02277;0.02240;0.01093;974.00000;32814.00000;0.06991;0.12003;0.12968;0.11443;0.13628;0.10436;-1.00000;0.01577;0.03331
13;7959;31840;9950;300;2;0.01407;0.02354;2825.00000;0.02448;0.02406;0.01153;990.00000;32830.00000;0.07295;0.12379;0.13270;0.11740;0.14040;0.10744;-1.00000;0.01617;0.03111
14;7959;31840;9950;300;2;0.01427;0.02599;2868.00000;0.02537;0.02690;0.01342;993.00000;32833.00000;0.07870;0.13363;0.14404;0.12864;0.15479;0.11374;-1.00000;0.01964;0.03208
15;7959;31840;9950;300;2;0.01467;0.02219;2869.00000;0.02399;0.02227;0.01010;991.00000;32831.00000;0.06942;0.11761;0.12372;0.10857;0.12942;0.10361;-1.00000;0.01623;0.03143
16;7959;31840;9950;300;2;0.01347;0.02745;2855.00000;0.02806;0.02778;0.01312;977.00000;32817.00000;0.08230;0.13752;0.14333;0.12756;0.15484;0.11937;-1.00000;0.01911;0.03829
17;7959;31840;9950;300;2;0.01377;0.02342;2868.00000;0.02336;0.02483;0.01173;993.00000;32833.00000;0.07244;0.12402;0.13367;0.11848;0.14143;0.10496;-1.00000;0.01533;0.03047
18;7959;31840;9950;300;2;0.01397;0.02382;2846.00000;0.02380;0.02379;0.01213;990.00000;32830.00000;0.07353;0.12564;0.13632;0.12105;0.14468;0.10909;-1.00000;0.01699;0.03263
19;7959;31840;9950;300;2;0.01447;0.02578;2869.00000;0.02650;0.02616;0.01274;992.00000;32832.00000;0.07821;0.13144;0.14015;0.12464;0.15013;0.11412;-1.00000;0.02027;0.03211
20;7959;31840;9950;300;2;0.01397;0.02416;2862.00000;0.02584;0.02350;0.01114;988.00000;32828.00000;0.07429;0.12480;0.13051;0.11510;0.13818;0.11116;-1.00000;0.01780;0.03105
