repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;6512;19536;6513;123;2;0.16736;0.22236;2340.00000;0.20467;0.20524;0.12066;807.00000;20343.00000;0.51391;0.65991;0.66714;0.67193;1.00000;0.64785;-1.00000;0.20168;0.24518
2;6512;19536;6513;123;2;0.17166;0.21398;2329.00000;0.19665;0.19657;0.11573;789.00000;20325.00000;0.49645;0.64284;0.64901;0.65152;1.00000;0.62984;-1.00000;0.19493;0.23605
3;6512;19536;6513;123;2;0.17135;0.22255;2347.00000;0.20184;0.19917;0.12181;795.00000;20331.00000;0.51420;0.66309;0.67122;0.67859;1.00000;0.66030;-1.00000;0.20025;0.24268
4;6512;19536;6513;123;2;0.17565;0.21390;2328.00000;0.19693;0.19840;0.11464;804.00000;20340.00000;0.49630;0.64196;0.64372;0.64472;1.00000;0.62596;-1.00000;0.20000;0.23000
5;6512;19536;6513;123;2;0.16567;0.21686;2345.00000;0.19769;0.19631;0.11823;802.00000;20338.00000;0.50228;0.64981;0.65675;0.66142;1.00000;0.64199;-1.00000;0.19561;0.23990
6;6512;19536;6513;123;2;0.16444;0.22378;2337.00000;0.19946;0.20021;0.12403;789.00000;20325.00000;0.51693;0.66904;0.67844;0.68947;1.00000;0.66376;-1.00000;0.20694;0.24358
7;6512;19536;6513;123;2;0.16690;0.21685;2323.00000;0.19727;0.19738;0.11853;795.00000;20331.00000;0.50258;0.65079;0.65833;0.66361;1.00000;0.64054;-1.00000;0.19194;0.23707
8;6512;19536;6513;123;2;0.16398;0.22450;2349.00000;0.20231;0.19740;0.12323;789.00000;20325.00000;0.51828;0.66850;0.67682;0.68581;1.00000;0.67193;-1.00000;0.20221;0.23810
9;6512;19536;6513;123;2;0.16843;0.22338;2346.00000;0.20248;0.20368;0.12165;797.00000;20333.00000;0.51596;0.66493;0.67072;0.67763;1.00000;0.65502;-1.00000;0.19951;0.24802
10;6512;19536;6513;123;2;0.16552;0.21925;2340.00000;0.20080;0.19721;0.11899;799.00000;20335.00000;0.50738;0.65435;0.66078;0.66523;1.00000;0.65047;-1.00000;0.20016;0.24236
11;6512;19536;6513;123;2;0.17120;0.21672;2327.00000;0.19766;0.19759;0.11824;805.00000;20341.00000;0.50226;0.64974;0.65645;0.66108;1.00000;0.63948;-1.00000;0.19639;0.24221
12;6512;19536;6513;123;2;0.17043;0.21765;2327.00000;0.20057;0.19921;0.11745;807.00000;20343.00000;0.50420;0.64984;0.65457;0.65727;1.00000;0.64020;-1.00000;0.19024;0.24532
13;6512;19536;6513;123;2;0.16598;0.21726;2318.00000;0.19740;0.19508;0.11871;804.00000;20340.00000;0.50352;0.65178;0.65810;0.66337;1.00000;0.64693;-1.00000;0.19496;0.23724
14;6512;19536;6513;123;2;0.17012;0.22136;2343.00000;0.20242;0.20084;0.11976;798.00000;20334.00000;0.51176;0.65911;0.66414;0.66890;1.00000;0.65216;-1.00000;0.20436;0.23988
15;6512;19536;6513;123;2;0.17135;0.21772;2337.00000;0.19563;0.19679;0.12007;811.00000;20347.00000;0.50421;0.65410;0.66143;0.66877;1.00000;0.64493;-1.00000;0.20204;0.24329
16;6512;19536;6513;123;2;0.16582;0.21646;2322.00000;0.19932;0.19484;0.11681;800.00000;20336.00000;0.50177;0.64771;0.65261;0.65517;1.00000;0.64387;-1.00000;0.19800;0.24003
17;6512;19536;6513;123;2;0.17457;0.21367;2322.00000;0.19521;0.19558;0.11573;800.00000;20336.00000;0.49591;0.64306;0.64738;0.65021;1.00000;0.63068;-1.00000;0.19077;0.22986
18;6512;19536;6513;123;2;0.16122;0.21874;2311.00000;0.19860;0.20147;0.11989;801.00000;20337.00000;0.50673;0.65532;0.66288;0.66912;1.00000;0.64090;-1.00000;0.19723;0.23426
19;6512;19536;6513;123;2;0.17335;0.21919;2324.00000;0.19952;0.20102;0.11930;808.00000;20344.00000;0.50748;0.65537;0.66050;0.66561;1.00000;0.64324;-1.00000;0.19579;0.23889
20;6512;19536;6513;123;2;0.16889;0.22598;2344.00000;0.20291;0.20306;0.12517;800.00000;20336.00000;0.52145;0.67208;0.68243;0.69331;1.00000;0.66723;-1.00000;0.20892;0.24531
