repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;5209;20839;6513;123;2;0.16889;0.22240;1867.00000;0.20597;0.20782;0.11944;643.00000;21482.00000;0.52195;0.67508;0.68275;0.68941;1.00000;0.65915;-1.00000;0.19670;0.24331
2;5209;20839;6513;123;2;0.17550;0.22011;1858.00000;0.20157;0.20403;0.11942;633.00000;21472.00000;0.51731;0.67268;0.68243;0.69101;1.00000;0.65728;-1.00000;0.19729;0.25503
3;5209;20839;6513;123;2;0.16843;0.22471;1862.00000;0.20912;0.20705;0.12071;624.00000;21463.00000;0.52692;0.67996;0.69090;0.69852;1.00000;0.67064;-1.00000;0.19948;0.25013
4;5209;20839;6513;123;2;0.17074;0.22131;1850.00000;0.20400;0.20754;0.11888;628.00000;21467.00000;0.51999;0.67456;0.68221;0.68936;1.00000;0.65582;-1.00000;0.20103;0.24469
5;5209;20839;6513;123;2;0.16705;0.21566;1843.00000;0.19907;0.20036;0.11609;631.00000;21470.00000;0.50820;0.66234;0.67041;0.67591;1.00000;0.64626;-1.00000;0.19258;0.24106
6;5209;20839;6513;123;2;0.16843;0.21823;1868.00000;0.20256;0.20296;0.11672;622.00000;21461.00000;0.51314;0.66655;0.67517;0.68040;1.00000;0.65100;-1.00000;0.19260;0.23594
7;5209;20839;6513;123;2;0.17273;0.22233;1870.00000;0.20497;0.19949;0.12055;638.00000;21477.00000;0.52176;0.67581;0.68680;0.69534;1.00000;0.67505;-1.00000;0.19855;0.25294
8;5209;20839;6513;123;2;0.17027;0.21409;1862.00000;0.20006;0.19708;0.11443;632.00000;21471.00000;0.50450;0.65634;0.66488;0.66804;1.00000;0.64520;-1.00000;0.19156;0.23539
9;5209;20839;6513;123;2;0.16874;0.21931;1849.00000;0.20231;0.20429;0.11804;640.00000;21479.00000;0.51580;0.66980;0.67701;0.68340;1.00000;0.65378;-1.00000;0.20073;0.24651
10;5209;20839;6513;123;2;0.17258;0.22216;1863.00000;0.20566;0.20053;0.11997;634.00000;21473.00000;0.52152;0.67507;0.68567;0.69335;1.00000;0.67256;-1.00000;0.19502;0.24435
11;5209;20839;6513;123;2;0.16598;0.21443;1858.00000;0.20141;0.20010;0.11306;618.00000;21457.00000;0.50531;0.65684;0.66260;0.66405;1.00000;0.64092;-1.00000;0.18635;0.24127
12;5209;20839;6513;123;2;0.17227;0.21614;1868.00000;0.19790;0.19962;0.11607;625.00000;21464.00000;0.50873;0.66422;0.67074;0.67682;1.00000;0.64869;-1.00000;0.19243;0.23200
13;5209;20839;6513;123;2;0.16920;0.21840;1870.00000;0.19912;0.19866;0.11825;635.00000;21474.00000;0.51347;0.66936;0.67724;0.68524;1.00000;0.66005;-1.00000;0.19434;0.24250
14;5209;20839;6513;123;2;0.17795;0.22086;1872.00000;0.20236;0.20009;0.12040;635.00000;21474.00000;0.51860;0.67373;0.68574;0.69518;1.00000;0.66756;-1.00000;0.20199;0.24589
15;5209;20839;6513;123;2;0.17074;0.21090;1860.00000;0.19402;0.19659;0.11399;629.00000;21468.00000;0.49780;0.65221;0.66156;0.66647;1.00000;0.63273;-1.00000;0.19038;0.23962
16;5209;20839;6513;123;2;0.16337;0.22125;1864.00000;0.20460;0.20273;0.11961;631.00000;21470.00000;0.51960;0.67341;0.68447;0.69220;1.00000;0.66441;-1.00000;0.20105;0.24647
17;5209;20839;6513;123;2;0.16920;0.21076;1859.00000;0.19740;0.19723;0.11229;627.00000;21466.00000;0.49753;0.64905;0.65713;0.65890;1.00000;0.63095;-1.00000;0.18662;0.23399
18;5209;20839;6513;123;2;0.17365;0.22663;1844.00000;0.20516;0.20416;0.12305;613.00000;21452.00000;0.53133;0.68942;0.69880;0.71133;1.00000;0.68517;-1.00000;0.20297;0.24724
19;5209;20839;6513;123;2;0.16935;0.22028;1869.00000;0.19974;0.20310;0.12090;630.00000;21469.00000;0.51745;0.67445;0.68712;0.69837;1.00000;0.65936;-1.00000;0.19414;0.23867
20;5209;20839;6513;123;2;0.16751;0.22202;1863.00000;0.20641;0.20328;0.11806;621.00000;21460.00000;0.52123;0.67451;0.68132;0.68676;1.00000;0.66661;-1.00000;0.20124;0.24203
