repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;3979;35820;9950;300;2;0.01759;0.02921;1418.00000;0.02742;0.02653;0.01578;468.00000;36288.00000;0.09929;0.17724;0.20947;0.18769;0.24194;0.15703;-1.00000;0.01980;0.04640
2;3979;35820;9950;300;2;0.01749;0.02574;1428.00000;0.02645;0.02767;0.01252;482.00000;36302.00000;0.09023;0.16109;0.18604;0.16406;0.20856;0.13658;-1.00000;0.01725;0.04093
3;3979;35820;9950;300;2;0.01829;0.02974;1414.00000;0.03079;0.02649;0.01493;472.00000;36292.00000;0.10071;0.17684;0.20395;0.18157;0.23526;0.15998;-1.00000;0.01996;0.04440
4;3979;35820;9950;300;2;0.01789;0.02889;1415.00000;0.02717;0.02644;0.01512;472.00000;36292.00000;0.09853;0.17599;0.20459;0.18277;0.23551;0.15567;-1.00000;0.01988;0.04127
5;3979;35820;9950;300;2;0.01829;0.02689;1416.00000;0.02560;0.02690;0.01411;468.00000;36288.00000;0.09338;0.16790;0.19871;0.17684;0.22577;0.14441;-1.00000;0.01523;0.03744
6;3979;35820;9950;300;2;0.01487;0.02629;1423.00000;0.02517;0.02631;0.01363;479.00000;36299.00000;0.09172;0.16499;0.19361;0.17192;0.21875;0.14215;-1.00000;0.01680;0.03709
7;3979;35820;9950;300;2;0.01849;0.02795;1417.00000;0.02735;0.02674;0.01420;474.00000;36294.00000;0.09609;0.17131;0.19844;0.17645;0.22657;0.15018;-1.00000;0.01965;0.03514
8;3979;35820;9950;300;2;0.01487;0.02778;1412.00000;0.02742;0.03008;0.01422;476.00000;36296.00000;0.09572;0.17053;0.19826;0.17630;0.22614;0.14321;-1.00000;0.01766;0.04132
9;3979;35820;9950;300;2;0.01819;0.02683;1401.00000;0.02613;0.02712;0.01330;476.00000;36296.00000;0.09345;0.16745;0.19212;0.17018;0.21766;0.14418;-1.00000;0.01591;0.04136
10;3979;35820;9950;300;2;0.01759;0.02769;1422.00000;0.02736;0.02781;0.01391;474.00000;36294.00000;0.09534;0.16992;0.19661;0.17457;0.22391;0.14666;-1.00000;0.01988;0.03825
11;3979;35820;9950;300;2;0.01869;0.02947;1410.00000;0.02697;0.02619;0.01618;475.00000;36295.00000;0.10006;0.17892;0.21061;0.18912;0.24388;0.15924;-1.00000;0.02020;0.04122
12;3979;35820;9950;300;2;0.01518;0.02822;1417.00000;0.03022;0.02946;0.01335;472.00000;36292.00000;0.09677;0.17008;0.19374;0.17117;0.22061;0.14647;-1.00000;0.01721;0.04280
13;3979;35820;9950;300;2;0.01638;0.03172;1400.00000;0.03099;0.03053;0.01606;469.00000;36289.00000;0.10593;0.18631;0.21158;0.18934;0.24774;0.16301;-1.00000;0.01892;0.04280
14;3979;35820;9950;300;2;0.01558;0.02951;1411.00000;0.03112;0.03337;0.01380;467.00000;36287.00000;0.10017;0.17567;0.19768;0.17495;0.22712;0.14602;-1.00000;0.01794;0.04200
15;3979;35820;9950;300;2;0.01678;0.03239;1424.00000;0.03022;0.03053;0.01739;473.00000;36293.00000;0.10724;0.18927;0.21890;0.19717;0.25779;0.16558;-1.00000;0.01771;0.04423
16;3979;35820;9950;300;2;0.01709;0.02333;1404.00000;0.02352;0.02259;0.01158;474.00000;36294.00000;0.08432;0.15272;0.18078;0.15890;0.19985;0.13413;-1.00000;0.01178;0.03542
17;3979;35820;9950;300;2;0.01668;0.02903;1425.00000;0.02954;0.03040;0.01443;476.00000;36296.00000;0.09872;0.17420;0.19990;0.17768;0.22936;0.14864;-1.00000;0.01989;0.03867
18;3979;35820;9950;300;2;0.01367;0.02787;1419.00000;0.02834;0.02587;0.01390;473.00000;36293.00000;0.09586;0.17004;0.19684;0.17464;0.22429;0.15133;-1.00000;0.01843;0.03978
19;3979;35820;9950;300;2;0.01769;0.03181;1421.00000;0.03108;0.03000;0.01608;471.00000;36291.00000;0.10582;0.18597;0.21133;0.18912;0.24730;0.16372;-1.00000;0.02023;0.05738
20;3979;35820;9950;300;2;0.01759;0.02749;1409.00000;0.02731;0.02699;0.01361;473.00000;36293.00000;0.09502;0.16940;0.19484;0.17273;0.22158;0.14757;-1.00000;0.01731;0.03992
