repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;13024;13024;6513;123;2;0.16275;0.21347;4703.00000;0.18711;0.18744;0.11983;1655.00000;14679.00000;0.47574;0.60661;0.60793;0.61104;1.00000;0.60797;-1.00000;0.19826;0.22775
2;13024;13024;6513;123;2;0.17304;0.21077;4713.00000;0.18383;0.18291;0.11932;1644.00000;14668.00000;0.47009;0.60164;0.60547;0.60922;1.00000;0.60546;-1.00000;0.20013;0.22135
3;13024;13024;6513;123;2;0.16613;0.21117;4717.00000;0.18550;0.18646;0.11836;1657.00000;14681.00000;0.47090;0.60097;0.60217;0.60449;1.00000;0.60017;-1.00000;0.19917;0.22609
4;13024;13024;6513;123;2;0.16782;0.21467;4686.00000;0.18821;0.18890;0.12061;1638.00000;14662.00000;0.47833;0.60956;0.61163;0.61515;1.00000;0.61035;-1.00000;0.19975;0.22853
5;13024;13024;6513;123;2;0.17212;0.21318;4685.00000;0.18695;0.18878;0.11990;1628.00000;14652.00000;0.47523;0.60632;0.60910;0.61242;1.00000;0.60438;-1.00000;0.19963;0.22539
6;13024;13024;6513;123;2;0.16644;0.21039;4699.00000;0.18540;0.18604;0.11789;1644.00000;14668.00000;0.46937;0.59891;0.60093;0.60290;1.00000;0.59793;-1.00000;0.19523;0.22292
7;13024;13024;6513;123;2;0.16951;0.21391;4716.00000;0.18738;0.18680;0.12040;1604.00000;14628.00000;0.47659;0.60818;0.61191;0.61565;1.00000;0.61096;-1.00000;0.19803;0.23087
8;13024;13024;6513;123;2;0.16552;0.21200;4709.00000;0.18571;0.18745;0.11938;1641.00000;14665.00000;0.47266;0.60359;0.60641;0.60962;1.00000;0.60180;-1.00000;0.20038;0.23210
9;13024;13024;6513;123;2;0.16674;0.21396;4723.00000;0.18656;0.18826;0.12029;1648.00000;14672.00000;0.47666;0.60865;0.60963;0.61336;1.00000;0.60822;-1.00000;0.20151;0.22885
10;13024;13024;6513;123;2;0.16905;0.21817;4686.00000;0.19003;0.18870;0.12304;1641.00000;14665.00000;0.48558;0.61849;0.62059;0.62575;1.00000;0.62525;-1.00000;0.20389;0.23435
11;13024;13024;6513;123;2;0.17427;0.21053;4687.00000;0.18361;0.18486;0.11877;1636.00000;14660.00000;0.46971;0.60137;0.60376;0.60711;1.00000;0.60092;-1.00000;0.19802;0.22554
12;13024;13024;6513;123;2;0.17273;0.21184;4705.00000;0.18447;0.18678;0.11986;1653.00000;14677.00000;0.47235;0.60428;0.60723;0.61123;1.00000;0.60245;-1.00000;0.20000;0.22628
13;13024;13024;6513;123;2;0.17811;0.21110;4717.00000;0.18501;0.18233;0.11867;1636.00000;14660.00000;0.47074;0.60148;0.60386;0.60668;1.00000;0.60788;-1.00000;0.19810;0.22333
14;13024;13024;6513;123;2;0.17565;0.21503;4712.00000;0.18608;0.18317;0.12245;1648.00000;14672.00000;0.47893;0.61253;0.61700;0.62289;1.00000;0.62266;-1.00000;0.19916;0.23017
15;13024;13024;6513;123;2;0.17227;0.21426;4705.00000;0.18816;0.19103;0.11996;1658.00000;14682.00000;0.47737;0.60795;0.60861;0.61149;1.00000;0.60426;-1.00000;0.19816;0.22738
16;13024;13024;6513;123;2;0.17120;0.21277;4708.00000;0.18636;0.18958;0.11973;1647.00000;14671.00000;0.47428;0.60528;0.60762;0.61092;1.00000;0.60088;-1.00000;0.20156;0.22707
17;13024;13024;6513;123;2;0.17273;0.21700;4676.00000;0.19012;0.18643;0.12236;1656.00000;14680.00000;0.48320;0.61471;0.61773;0.62217;1.00000;0.62490;-1.00000;0.20155;0.23350
18;13024;13024;6513;123;2;0.16091;0.21360;4713.00000;0.18824;0.18544;0.11915;1659.00000;14683.00000;0.47596;0.60573;0.60577;0.60790;1.00000;0.61227;-1.00000;0.20158;0.23350
19;13024;13024;6513;123;2;0.16782;0.21084;4675.00000;0.18453;0.18414;0.11822;1633.00000;14657.00000;0.47042;0.60153;0.60222;0.60479;1.00000;0.60375;-1.00000;0.19317;0.22755
20;13024;13024;6513;123;2;0.17027;0.21364;4687.00000;0.18821;0.18849;0.11951;1646.00000;14670.00000;0.47618;0.60624;0.60747;0.60997;1.00000;0.60684;-1.00000;0.19896;0.22634
