repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;7144;40484;11907;8;2;0.05963;0.12237;2571.00000;0.15269;0.15341;0.04629;891.00000;41375.00000;0.29814;0.36927;0.33648;0.31068;0.56670;0.30987;-1.00000;0.09021;0.17129
2;7144;40484;11907;8;2;0.06400;0.13183;2556.00000;0.16052;0.16410;0.05137;871.00000;41355.00000;0.31876;0.39598;0.36413;0.33770;0.64419;0.33032;-1.00000;0.10127;0.18203
3;7144;40484;11907;8;2;0.05753;0.13624;2558.00000;0.16845;0.16652;0.05197;876.00000;41360.00000;0.32825;0.40174;0.36716;0.34028;0.66672;0.34460;-1.00000;0.10274;0.19733
4;7144;40484;11907;8;2;0.06576;0.13318;2557.00000;0.16433;0.16449;0.05083;882.00000;41366.00000;0.32167;0.39553;0.36070;0.33413;0.64366;0.33539;-1.00000;0.10403;0.18645
5;7144;40484;11907;8;2;0.05879;0.13399;2565.00000;0.16704;0.16388;0.05043;878.00000;41362.00000;0.32333;0.39486;0.35921;0.33243;0.64508;0.33992;-1.00000;0.10586;0.19533
6;7144;40484;11907;8;2;0.06593;0.12835;2572.00000;0.15714;0.15733;0.04991;885.00000;41369.00000;0.31106;0.38645;0.35538;0.32928;0.61575;0.32813;-1.00000;0.09405;0.17433
7;7144;40484;11907;8;2;0.06198;0.12680;2533.00000;0.15473;0.15763;0.04941;881.00000;41365.00000;0.30813;0.38468;0.35309;0.32711;0.60846;0.32168;-1.00000;0.09815;0.17065
8;7144;40484;11907;8;2;0.06206;0.13179;2531.00000;0.16452;0.16513;0.04986;858.00000;41342.00000;0.31895;0.39123;0.35808;0.33119;0.63774;0.32871;-1.00000;0.09677;0.19726
9;7144;40484;11907;8;2;0.06089;0.13254;2552.00000;0.16289;0.16442;0.05153;881.00000;41365.00000;0.32033;0.39517;0.36413;0.33765;0.64603;0.33285;-1.00000;0.09862;0.18383
10;7144;40484;11907;8;2;0.06408;0.13281;2562.00000;0.16346;0.16387;0.05023;883.00000;41367.00000;0.32081;0.39516;0.35757;0.33105;0.63743;0.33486;-1.00000;0.10340;0.17512
11;7144;40484;11907;8;2;0.05837;0.13072;2557.00000;0.15993;0.16077;0.05093;875.00000;41359.00000;0.31635;0.39237;0.36152;0.33515;0.63538;0.33202;-1.00000;0.10617;0.17712
12;7144;40484;11907;8;2;0.06190;0.13247;2567.00000;0.16213;0.16335;0.05179;883.00000;41367.00000;0.32003;0.39562;0.36522;0.33882;0.64649;0.33431;-1.00000;0.09772;0.18436
13;7144;40484;11907;8;2;0.06660;0.12785;2559.00000;0.15788;0.15756;0.04867;879.00000;41363.00000;0.31012;0.38394;0.34982;0.32358;0.60705;0.32579;-1.00000;0.09584;0.19049
14;7144;40484;11907;8;2;0.06122;0.13826;2569.00000;0.16706;0.16417;0.05523;893.00000;41377.00000;0.33248;0.41062;0.38145;0.35501;0.69324;0.35769;-1.00000;0.10822;0.18685
15;7144;40484;11907;8;2;0.06416;0.12777;2558.00000;0.15894;0.16220;0.04815;883.00000;41367.00000;0.30996;0.38205;0.34691;0.32065;0.60221;0.31639;-1.00000;0.09648;0.18620
16;7144;40484;11907;8;2;0.06383;0.12858;2525.00000;0.15761;0.15925;0.04960;880.00000;41364.00000;0.31206;0.38777;0.35433;0.32814;0.61743;0.32641;-1.00000;0.09791;0.17275
17;7144;40484;11907;8;2;0.06248;0.13195;2563.00000;0.16484;0.16281;0.04950;888.00000;41372.00000;0.31895;0.38973;0.35355;0.32703;0.62746;0.33322;-1.00000;0.09542;0.20907
18;7144;40484;11907;8;2;0.06467;0.13760;2568.00000;0.17056;0.16797;0.05222;881.00000;41365.00000;0.33108;0.40369;0.36802;0.34108;0.67307;0.34743;-1.00000;0.10191;0.19005
19;7144;40484;11907;8;2;0.05946;0.13123;2551.00000;0.16295;0.15941;0.04989;871.00000;41355.00000;0.31752;0.39041;0.35696;0.33032;0.63163;0.33701;-1.00000;0.09701;0.17003
20;7144;40484;11907;8;2;0.06290;0.13007;2565.00000;0.15946;0.15990;0.05010;872.00000;41356.00000;0.31486;0.39045;0.35766;0.33126;0.62739;0.33072;-1.00000;0.10137;0.20000
