repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;4422;4422;2211;68;2;0.03844;0.07106;1570.00000;0.08272;0.08361;0.02955;523.00000;4945.00000;0.19727;0.29383;0.28724;0.26152;0.41034;0.26368;-1.00000;0.05318;0.09434
2;4422;4422;2211;68;2;0.03664;0.07176;1560.00000;0.08355;0.08482;0.02930;514.00000;4936.00000;0.19907;0.29644;0.28757;0.26153;0.41317;0.26516;-1.00000;0.05473;0.08943
3;4422;4422;2211;68;2;0.03664;0.07012;1563.00000;0.08208;0.08327;0.02922;528.00000;4950.00000;0.19523;0.29074;0.28443;0.25881;0.40415;0.26020;-1.00000;0.05529;0.09168
4;4422;4422;2211;68;2;0.03166;0.07531;1579.00000;0.08633;0.08593;0.03229;523.00000;4945.00000;0.20690;0.30664;0.30251;0.27693;0.44194;0.27881;-1.00000;0.06158;0.09134
5;4422;4422;2211;68;2;0.03302;0.06822;1582.00000;0.07825;0.08380;0.02869;535.00000;4957.00000;0.19049;0.28646;0.27987;0.25478;0.39312;0.24965;-1.00000;0.05063;0.08601
6;4422;4422;2211;68;2;0.03935;0.06924;1561.00000;0.07876;0.07754;0.02984;530.00000;4952.00000;0.19323;0.29093;0.28700;0.26202;0.40619;0.26658;-1.00000;0.04901;0.09497
7;4422;4422;2211;68;2;0.03980;0.06983;1581.00000;0.08040;0.08352;0.02933;521.00000;4943.00000;0.19424;0.29119;0.28606;0.26058;0.40589;0.25774;-1.00000;0.04670;0.09200
8;4422;4422;2211;68;2;0.03392;0.06828;1572.00000;0.07945;0.07918;0.02836;530.00000;4952.00000;0.19083;0.28588;0.27905;0.25365;0.39240;0.25874;-1.00000;0.05063;0.08570
9;4422;4422;2211;68;2;0.03437;0.07819;1581.00000;0.08705;0.08162;0.03446;532.00000;4954.00000;0.21348;0.31694;0.31247;0.28752;0.46324;0.29986;-1.00000;0.05776;0.09976
10;4422;4422;2211;68;2;0.03890;0.06895;1563.00000;0.08089;0.08212;0.02805;528.00000;4950.00000;0.19252;0.28733;0.27785;0.25215;0.39235;0.25684;-1.00000;0.05388;0.08485
11;4422;4422;2211;68;2;0.03573;0.07043;1573.00000;0.08015;0.07947;0.03000;530.00000;4952.00000;0.19578;0.29383;0.28811;0.26297;0.41008;0.26817;-1.00000;0.04882;0.08482
12;4422;4422;2211;68;2;0.03573;0.07351;1582.00000;0.08493;0.08030;0.03117;521.00000;4943.00000;0.20271;0.30095;0.29667;0.27098;0.42921;0.28061;-1.00000;0.05338;0.09494
13;4422;4422;2211;68;2;0.03709;0.07212;1578.00000;0.08268;0.08348;0.03082;542.00000;4964.00000;0.19958;0.29715;0.29086;0.26574;0.41686;0.26850;-1.00000;0.05266;0.09367
14;4422;4422;2211;68;2;0.03709;0.07252;1580.00000;0.08223;0.08104;0.03157;532.00000;4954.00000;0.20046;0.29962;0.29649;0.27147;0.42633;0.27472;-1.00000;0.05374;0.09391
15;4422;4422;2211;68;2;0.04071;0.07344;1568.00000;0.08452;0.08160;0.03143;526.00000;4948.00000;0.20281;0.30141;0.29713;0.27164;0.42989;0.27848;-1.00000;0.05945;0.09307
16;4422;4422;2211;68;2;0.03573;0.07440;1585.00000;0.08428;0.07964;0.03211;528.00000;4950.00000;0.20469;0.30488;0.30034;0.27510;0.43635;0.28578;-1.00000;0.05697;0.09392
17;4422;4422;2211;68;2;0.03618;0.07194;1577.00000;0.08213;0.08295;0.03073;536.00000;4958.00000;0.19919;0.29735;0.29130;0.26614;0.41749;0.26870;-1.00000;0.05459;0.08796
18;4422;4422;2211;68;2;0.03980;0.07307;1577.00000;0.08349;0.08427;0.03128;534.00000;4956.00000;0.20179;0.30044;0.29480;0.26955;0.42512;0.27152;-1.00000;0.05328;0.09738
19;4422;4422;2211;68;2;0.03437;0.06951;1582.00000;0.08043;0.08285;0.02918;525.00000;4947.00000;0.19349;0.28967;0.28453;0.25908;0.40276;0.25743;-1.00000;0.05350;0.09356
20;4422;4422;2211;68;2;0.03618;0.07316;1566.00000;0.08213;0.08183;0.03212;519.00000;4941.00000;0.20218;0.30331;0.30169;0.27664;0.43651;0.27682;-1.00000;0.05706;0.10231
