repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;649;5850;1625;22;2;0.00062;0.01215;227.00000;0.01985;0.01963;0.00249;67.00000;5917.00000;0.11658;0.22426;0.41331;0.37415;0.54812;0.22153;-1.00000;0.00000;0.04132
2;649;5850;1625;22;2;0.00000;0.01038;217.00000;0.01582;0.01861;0.00273;59.00000;5909.00000;0.11242;0.21712;0.45006;0.41689;0.60460;0.21512;-1.00000;0.00000;0.04016
3;649;5850;1625;22;2;0.00738;0.00962;218.00000;0.01559;0.01758;0.00199;64.00000;5914.00000;0.10904;0.21106;0.41871;0.38065;0.54783;0.20984;-1.00000;0.00000;0.04219
4;649;5850;1625;22;2;0.00308;0.00911;221.00000;0.01486;0.01547;0.00147;62.00000;5912.00000;0.10613;0.20579;0.42115;0.38260;0.54738;0.20710;-1.00000;0.00000;0.04724
5;649;5850;1625;22;2;0.00800;0.00725;225.00000;0.01247;0.01455;0.00083;61.00000;5911.00000;0.09719;0.18959;0.41656;0.37702;0.52819;0.19013;-1.00000;0.00000;0.04508
6;649;5850;1625;22;2;0.00062;0.01099;221.00000;0.01621;0.01925;0.00255;62.00000;5912.00000;0.11372;0.21936;0.43415;0.39852;0.57986;0.21657;-1.00000;0.00000;0.03968
7;649;5850;1625;22;2;0.00062;0.00981;221.00000;0.01760;0.01415;0.00102;63.00000;5913.00000;0.10901;0.21092;0.41169;0.37031;0.53468;0.21504;-1.00000;0.00000;0.04149
8;649;5850;1625;22;2;0.00123;0.01323;220.00000;0.02034;0.02314;0.00318;59.00000;5909.00000;0.12269;0.23522;0.45629;0.42292;0.62990;0.22854;-1.00000;0.00000;0.05159
9;649;5850;1625;22;2;0.00062;0.00995;215.00000;0.01541;0.01690;0.00229;62.00000;5912.00000;0.11125;0.21507;0.43098;0.39483;0.57133;0.21557;-1.00000;0.00000;0.05042
10;649;5850;1625;22;2;0.00123;0.01193;218.00000;0.01952;0.01486;0.00228;61.00000;5911.00000;0.11828;0.22746;0.43688;0.39986;0.58970;0.23299;-1.00000;0.00000;0.05761
11;649;5850;1625;22;2;0.00062;0.01139;214.00000;0.01756;0.01683;0.00253;61.00000;5911.00000;0.11735;0.22591;0.43896;0.40334;0.59305;0.22816;-1.00000;0.00000;0.04292
12;649;5850;1625;22;2;0.00000;0.01185;220.00000;0.01876;0.01780;0.00218;64.00000;5914.00000;0.11739;0.22585;0.42202;0.38351;0.56405;0.22641;-1.00000;0.00000;0.04603
13;649;5850;1625;22;2;0.00308;0.01008;220.00000;0.01477;0.01696;0.00259;64.00000;5914.00000;0.11037;0.21341;0.42530;0.38929;0.56116;0.21345;-1.00000;0.00000;0.03390
14;649;5850;1625;22;2;0.00062;0.01377;220.00000;0.02027;0.01827;0.00410;58.00000;5908.00000;0.12472;0.23879;0.47033;0.44048;0.65843;0.24062;-1.00000;0.00000;0.06000
15;649;5850;1625;22;2;0.00246;0.00880;215.00000;0.01467;0.01698;0.00116;59.00000;5909.00000;0.10651;0.20658;0.43130;0.39327;0.56424;0.20576;-1.00000;0.00000;0.03689
16;649;5850;1625;22;2;0.00246;0.00859;220.00000;0.01446;0.01774;0.00135;63.00000;5913.00000;0.10423;0.20240;0.41503;0.37578;0.53512;0.19968;-1.00000;0.00000;0.02991
17;649;5850;1625;22;2;0.00000;0.01067;216.00000;0.01638;0.01494;0.00208;62.00000;5912.00000;0.11388;0.21973;0.42888;0.39175;0.57122;0.22399;-1.00000;0.00000;0.03043
18;649;5850;1625;22;2;0.00246;0.01013;220.00000;0.01512;0.01419;0.00269;59.00000;5909.00000;0.11056;0.21375;0.44935;0.41628;0.60069;0.21820;-1.00000;0.00000;0.05159
19;649;5850;1625;22;2;0.00185;0.00954;218.00000;0.01580;0.01442;0.00165;64.00000;5914.00000;0.10875;0.21053;0.41482;0.37567;0.54083;0.21423;-1.00000;0.00000;0.06838
20;649;5850;1625;22;2;0.00000;0.00867;219.00000;0.01410;0.01376;0.00146;63.00000;5913.00000;0.10486;0.20354;0.41633;0.37756;0.53836;0.20725;-1.00000;0.00000;0.04348
