repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;2653;6191;2211;68;2;0.04749;0.08435;946.00000;0.09918;0.10059;0.03497;294.00000;6485.00000;0.24516;0.37318;0.38234;0.35168;0.66362;0.32707;-1.00000;0.06017;0.10813
2;2653;6191;2211;68;2;0.04749;0.08777;935.00000;0.10338;0.09890;0.03640;305.00000;6496.00000;0.25362;0.38229;0.38615;0.35553;0.68552;0.34728;-1.00000;0.05956;0.12749
3;2653;6191;2211;68;2;0.04749;0.08298;942.00000;0.09894;0.10046;0.03379;299.00000;6490.00000;0.24210;0.36787;0.37371;0.34256;0.64156;0.32117;-1.00000;0.06085;0.10896
4;2653;6191;2211;68;2;0.04161;0.08577;934.00000;0.09931;0.10055;0.03641;308.00000;6499.00000;0.24898;0.37825;0.38415;0.35442;0.67211;0.33486;-1.00000;0.05353;0.11988
5;2653;6191;2211;68;2;0.04432;0.08919;942.00000;0.10049;0.09626;0.03858;304.00000;6495.00000;0.25664;0.39013;0.39745;0.36866;0.71283;0.35823;-1.00000;0.06943;0.11547
6;2653;6191;2211;68;2;0.05066;0.08763;945.00000;0.09914;0.10135;0.03786;288.00000;6479.00000;0.25288;0.38655;0.40034;0.37130;0.71362;0.34122;-1.00000;0.06598;0.12253
7;2653;6191;2211;68;2;0.05563;0.08108;928.00000;0.09717;0.10003;0.03275;307.00000;6498.00000;0.23823;0.36245;0.36433;0.33316;0.61721;0.31422;-1.00000;0.05804;0.11554
8;2653;6191;2211;68;2;0.04342;0.08506;943.00000;0.09849;0.09788;0.03652;308.00000;6499.00000;0.24695;0.37565;0.38455;0.35505;0.66823;0.33570;-1.00000;0.05815;0.11420
9;2653;6191;2211;68;2;0.04794;0.07983;942.00000;0.09451;0.09791;0.03272;312.00000;6503.00000;0.23469;0.35865;0.36167;0.33111;0.60533;0.31095;-1.00000;0.06151;0.10865
10;2653;6191;2211;68;2;0.05156;0.07825;927.00000;0.09379;0.09753;0.03120;311.00000;6502.00000;0.23159;0.35422;0.35352;0.32237;0.58671;0.30550;-1.00000;0.05943;0.11378
11;2653;6191;2211;68;2;0.04251;0.08581;930.00000;0.09985;0.10303;0.03584;307.00000;6498.00000;0.24924;0.37825;0.38162;0.35146;0.66867;0.33080;-1.00000;0.06045;0.11205
12;2653;6191;2211;68;2;0.04839;0.08871;939.00000;0.10217;0.10269;0.03779;314.00000;6505.00000;0.25565;0.38606;0.38959;0.36008;0.69397;0.34427;-1.00000;0.06381;0.12109
13;2653;6191;2211;68;2;0.04839;0.08016;928.00000;0.09204;0.09857;0.03423;299.00000;6490.00000;0.23606;0.36439;0.37467;0.34517;0.63318;0.31259;-1.00000;0.05833;0.10293
14;2653;6191;2211;68;2;0.04161;0.08684;942.00000;0.10503;0.09916;0.03509;305.00000;6496.00000;0.25115;0.37656;0.37944;0.34782;0.66774;0.34179;-1.00000;0.05735;0.11729
15;2653;6191;2211;68;2;0.04387;0.07958;946.00000;0.09499;0.10097;0.03138;315.00000;6506.00000;0.23395;0.35670;0.35316;0.32195;0.58915;0.30376;-1.00000;0.05918;0.10689
16;2653;6191;2211;68;2;0.03709;0.08493;938.00000;0.10266;0.10069;0.03424;307.00000;6498.00000;0.24686;0.37153;0.37355;0.34202;0.64870;0.33032;-1.00000;0.05746;0.11055
17;2653;6191;2211;68;2;0.03437;0.08950;928.00000;0.10309;0.10078;0.03831;298.00000;6489.00000;0.25797;0.39039;0.39914;0.36956;0.72025;0.35258;-1.00000;0.07194;0.11420
18;2653;6191;2211;68;2;0.05427;0.08613;933.00000;0.09982;0.09896;0.03601;302.00000;6493.00000;0.24987;0.37974;0.38462;0.35449;0.67629;0.33962;-1.00000;0.05775;0.12251
19;2653;6191;2211;68;2;0.04432;0.08994;936.00000;0.10196;0.10291;0.03872;306.00000;6497.00000;0.25864;0.39186;0.39766;0.36864;0.71716;0.34991;-1.00000;0.06211;0.12436
20;2653;6191;2211;68;2;0.04523;0.08391;928.00000;0.09965;0.09841;0.03373;301.00000;6492.00000;0.24488;0.37169;0.37270;0.34142;0.64556;0.33063;-1.00000;0.05791;0.11996
