repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;19051;28577;11907;8;2;0.04871;0.10628;6899.00000;0.13026;0.12973;0.04120;2414.00000;30991.00000;0.24368;0.27719;0.25116;0.23562;0.33341;0.24698;-1.00000;0.08528;0.15410
2;19051;28577;11907;8;2;0.05022;0.10549;6903.00000;0.12986;0.12992;0.04069;2446.00000;31023.00000;0.24198;0.27434;0.24810;0.23273;0.32842;0.24321;-1.00000;0.08372;0.14825
3;19051;28577;11907;8;2;0.04947;0.10546;6861.00000;0.12898;0.12961;0.04108;2437.00000;31014.00000;0.24201;0.27595;0.25016;0.23471;0.33114;0.24388;-1.00000;0.08245;0.13512
4;19051;28577;11907;8;2;0.05165;0.10782;6893.00000;0.13085;0.13046;0.04189;2454.00000;31031.00000;0.24696;0.28215;0.25374;0.23824;0.33809;0.25213;-1.00000;0.08805;0.13382
5;19051;28577;11907;8;2;0.05299;0.10362;6927.00000;0.12454;0.12326;0.04117;2415.00000;30992.00000;0.23797;0.27573;0.25097;0.23545;0.32993;0.24811;-1.00000;0.08970;0.13530
6;19051;28577;11907;8;2;0.05526;0.10843;6895.00000;0.13187;0.13096;0.04235;2428.00000;31005.00000;0.24824;0.28313;0.25646;0.24082;0.34240;0.25372;-1.00000;0.08869;0.13698
7;19051;28577;11907;8;2;0.05383;0.11023;6922.00000;0.13385;0.13309;0.04336;2450.00000;31027.00000;0.25198;0.28683;0.26091;0.24521;0.34979;0.25709;-1.00000;0.09010;0.14349
8;19051;28577;11907;8;2;0.05182;0.10464;6911.00000;0.12659;0.12963;0.04102;2430.00000;31007.00000;0.24017;0.27643;0.24999;0.23452;0.32985;0.24013;-1.00000;0.08784;0.13676
9;19051;28577;11907;8;2;0.05031;0.10525;6889.00000;0.12882;0.13017;0.04079;2418.00000;30995.00000;0.24151;0.27541;0.24911;0.23363;0.32967;0.24179;-1.00000;0.08685;0.12678
10;19051;28577;11907;8;2;0.05434;0.10671;6914.00000;0.13016;0.12830;0.04198;2450.00000;31027.00000;0.24455;0.27873;0.25426;0.23873;0.33733;0.25149;-1.00000;0.08494;0.13455
11;19051;28577;11907;8;2;0.04963;0.10566;6913.00000;0.12974;0.12974;0.04084;2453.00000;31030.00000;0.24233;0.27516;0.24868;0.23332;0.32925;0.24426;-1.00000;0.08805;0.14173
12;19051;28577;11907;8;2;0.05106;0.10434;6881.00000;0.12568;0.12557;0.04141;2452.00000;31029.00000;0.23960;0.27665;0.25146;0.23602;0.33122;0.24689;-1.00000;0.08670;0.13277
13;19051;28577;11907;8;2;0.05551;0.10564;6922.00000;0.12843;0.12846;0.04139;2435.00000;31012.00000;0.24227;0.27736;0.25167;0.23618;0.33301;0.24664;-1.00000;0.08900;0.13348
14;19051;28577;11907;8;2;0.04930;0.11031;6879.00000;0.13479;0.13487;0.04293;2425.00000;31002.00000;0.25225;0.28600;0.25928;0.24356;0.34831;0.25418;-1.00000;0.09000;0.14907
15;19051;28577;11907;8;2;0.05568;0.10620;6922.00000;0.12937;0.13070;0.04140;2442.00000;31019.00000;0.24345;0.27800;0.25160;0.23612;0.33351;0.24462;-1.00000;0.08698;0.15090
16;19051;28577;11907;8;2;0.05224;0.10701;6899.00000;0.13134;0.13206;0.04129;2428.00000;31005.00000;0.24523;0.27825;0.25133;0.23583;0.33437;0.24556;-1.00000;0.08898;0.14040
17;19051;28577;11907;8;2;0.05140;0.10610;6920.00000;0.12966;0.13131;0.04153;2448.00000;31025.00000;0.24324;0.27708;0.25211;0.23663;0.33398;0.24304;-1.00000;0.08584;0.13894
18;19051;28577;11907;8;2;0.05173;0.10445;6914.00000;0.12625;0.12604;0.04146;2449.00000;31026.00000;0.23976;0.27604;0.25175;0.23629;0.33160;0.24629;-1.00000;0.08426;0.13951
19;19051;28577;11907;8;2;0.05274;0.10756;6916.00000;0.13010;0.13115;0.04281;2450.00000;31027.00000;0.24635;0.28227;0.25828;0.24265;0.34326;0.24956;-1.00000;0.08526;0.14296
20;19051;28577;11907;8;2;0.05232;0.10469;6890.00000;0.12772;0.12871;0.04103;2443.00000;31020.00000;0.24033;0.27477;0.24979;0.23437;0.32964;0.24224;-1.00000;0.08234;0.13316
