repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;17909;21890;9950;300;2;0.01156;0.02122;6464.00000;0.02046;0.02017;0.01092;2278.00000;24168.00000;0.05848;0.09437;0.09626;0.08662;0.09809;0.08548;-1.00000;0.01638;0.02647
2;17909;21890;9950;300;2;0.01126;0.02217;6487.00000;0.02027;0.02120;0.01204;2289.00000;24179.00000;0.06064;0.09877;0.10229;0.09259;0.10488;0.08796;-1.00000;0.01841;0.02752
3;17909;21890;9950;300;2;0.01256;0.02062;6497.00000;0.02094;0.02209;0.01008;2285.00000;24175.00000;0.05705;0.09095;0.09143;0.08188;0.09271;0.07911;-1.00000;0.01605;0.02627
4;17909;21890;9950;300;2;0.01206;0.02118;6483.00000;0.02073;0.02109;0.01073;2288.00000;24178.00000;0.05837;0.09376;0.09504;0.08544;0.09677;0.08358;-1.00000;0.01637;0.03004
5;17909;21890;9950;300;2;0.01307;0.02170;6447.00000;0.02112;0.02075;0.01133;2287.00000;24177.00000;0.05961;0.09565;0.09844;0.08875;0.10057;0.08670;-1.00000;0.01714;0.02667
6;17909;21890;9950;300;2;0.01126;0.02196;6495.00000;0.02099;0.02084;0.01130;2239.00000;24129.00000;0.06017;0.09703;0.09894;0.08915;0.10116;0.08765;-1.00000;0.01694;0.03040
7;17909;21890;9950;300;2;0.01095;0.02125;6478.00000;0.01990;0.01957;0.01153;2289.00000;24179.00000;0.05854;0.09519;0.09947;0.08984;0.10153;0.08667;-1.00000;0.01704;0.02574
8;17909;21890;9950;300;2;0.01136;0.02054;6493.00000;0.01989;0.02010;0.01051;2292.00000;24182.00000;0.05685;0.09195;0.09372;0.08420;0.09517;0.08231;-1.00000;0.01620;0.02609
9;17909;21890;9950;300;2;0.01176;0.02135;6494.00000;0.01997;0.02040;0.01141;2307.00000;24197.00000;0.05874;0.09545;0.09857;0.08898;0.10061;0.08557;-1.00000;0.01738;0.02759
10;17909;21890;9950;300;2;0.01176;0.02041;6506.00000;0.02069;0.02050;0.01016;2306.00000;24196.00000;0.05653;0.09022;0.09159;0.08210;0.09283;0.08094;-1.00000;0.01455;0.02552
11;17909;21890;9950;300;2;0.01236;0.02307;6473.00000;0.02266;0.02350;0.01182;2278.00000;24168.00000;0.06276;0.09966;0.10140;0.09155;0.10416;0.08803;-1.00000;0.01870;0.02782
12;17909;21890;9950;300;2;0.01136;0.02218;6460.00000;0.02192;0.02174;0.01126;2282.00000;24172.00000;0.06071;0.09670;0.09815;0.08841;0.10040;0.08711;-1.00000;0.01832;0.02773
13;17909;21890;9950;300;2;0.01327;0.02073;6476.00000;0.01942;0.02008;0.01090;2286.00000;24176.00000;0.05731;0.09349;0.09598;0.08643;0.09766;0.08330;-1.00000;0.01531;0.02637
14;17909;21890;9950;300;2;0.01126;0.02046;6467.00000;0.01984;0.01911;0.01053;2268.00000;24158.00000;0.05670;0.09179;0.09416;0.08458;0.09559;0.08379;-1.00000;0.01525;0.02553
15;17909;21890;9950;300;2;0.01146;0.02054;6475.00000;0.02006;0.02042;0.01044;2266.00000;24156.00000;0.05688;0.09184;0.09370;0.08412;0.09513;0.08180;-1.00000;0.01556;0.02580
16;17909;21890;9950;300;2;0.01116;0.02101;6473.00000;0.01963;0.02010;0.01119;2282.00000;24172.00000;0.05797;0.09447;0.09765;0.08805;0.09952;0.08458;-1.00000;0.01508;0.02598
17;17909;21890;9950;300;2;0.01417;0.02178;6496.00000;0.02115;0.02120;0.01131;2301.00000;24191.00000;0.05973;0.09579;0.09816;0.08850;0.10028;0.08611;-1.00000;0.01597;0.02628
18;17909;21890;9950;300;2;0.01196;0.02086;6500.00000;0.02064;0.02129;0.01054;2297.00000;24187.00000;0.05758;0.09234;0.09389;0.08433;0.09542;0.08163;-1.00000;0.01650;0.02576
19;17909;21890;9950;300;2;0.01146;0.02343;6505.00000;0.02292;0.02306;0.01195;2304.00000;24194.00000;0.06354;0.10072;0.10178;0.09196;0.10470;0.09039;-1.00000;0.01832;0.02824
20;17909;21890;9950;300;2;0.01166;0.02124;6486.00000;0.02145;0.02192;0.01041;2282.00000;24172.00000;0.05850;0.09308;0.09339;0.08377;0.09500;0.08235;-1.00000;0.01663;0.02582
