repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;2924;3575;1625;22;2;0.00000;0.00101;1035.00000;0.00165;0.00200;0.00015;347.00000;3922.00000;0.02044;0.04146;0.10247;0.07901;0.09088;0.04323;-1.00000;0.00000;0.00723
2;2924;3575;1625;22;2;0.00062;0.00095;1032.00000;0.00177;0.00210;0.00007;338.00000;3913.00000;0.02017;0.04094;0.10309;0.07921;0.09121;0.04263;-1.00000;0.00000;0.00823
3;2924;3575;1625;22;2;0.00000;0.00109;1020.00000;0.00182;0.00282;0.00018;335.00000;3910.00000;0.02108;0.04273;0.10603;0.08201;0.09444;0.04396;-1.00000;0.00000;0.00566
4;2924;3575;1625;22;2;0.00000;0.00116;1019.00000;0.00199;0.00138;0.00014;332.00000;3907.00000;0.02144;0.04346;0.10615;0.08197;0.09454;0.04567;-1.00000;0.00000;0.00826
5;2924;3575;1625;22;2;0.00185;0.00089;1040.00000;0.00153;0.00215;0.00011;344.00000;3919.00000;0.01974;0.04009;0.10238;0.07881;0.09058;0.04170;-1.00000;0.00000;0.00850
6;2924;3575;1625;22;2;0.00000;0.00112;1029.00000;0.00199;0.00173;0.00017;330.00000;3905.00000;0.02107;0.04271;0.10720;0.08293;0.09552;0.04470;-1.00000;0.00000;0.01188
7;2924;3575;1625;22;2;0.00000;0.00119;1031.00000;0.00197;0.00159;0.00026;337.00000;3912.00000;0.02138;0.04333;0.10691;0.08298;0.09549;0.04541;-1.00000;0.00000;0.00541
8;2924;3575;1625;22;2;0.00123;0.00134;1042.00000;0.00198;0.00252;0.00033;347.00000;3922.00000;0.02199;0.04452;0.10562;0.08214;0.09452;0.04602;-1.00000;0.00000;0.00567
9;2924;3575;1625;22;2;0.00000;0.00092;1040.00000;0.00157;0.00110;0.00009;345.00000;3920.00000;0.01989;0.04039;0.10165;0.07811;0.08985;0.04257;-1.00000;0.00000;0.00566
10;2924;3575;1625;22;2;0.00000;0.00089;1038.00000;0.00159;0.00142;0.00007;348.00000;3923.00000;0.01978;0.04015;0.10050;0.07709;0.08868;0.04220;-1.00000;0.00000;0.00558
11;2924;3575;1625;22;2;0.00000;0.00138;1010.00000;0.00246;0.00245;0.00019;334.00000;3909.00000;0.02263;0.04581;0.10665;0.08253;0.09533;0.04745;-1.00000;0.00000;0.00945
12;2924;3575;1625;22;2;0.00123;0.00119;1034.00000;0.00213;0.00273;0.00027;329.00000;3904.00000;0.02138;0.04333;0.10929;0.08497;0.09778;0.04463;-1.00000;0.00000;0.01220
13;2924;3575;1625;22;2;0.00000;0.00104;1018.00000;0.00193;0.00202;0.00008;341.00000;3916.00000;0.02082;0.04223;0.10246;0.07870;0.09074;0.04404;-1.00000;0.00000;0.00831
14;2924;3575;1625;22;2;0.00000;0.00091;1033.00000;0.00133;0.00218;0.00018;340.00000;3915.00000;0.01997;0.04054;0.10477;0.08103;0.09307;0.04216;-1.00000;0.00000;0.00569
15;2924;3575;1625;22;2;0.00000;0.00086;1041.00000;0.00131;0.00141;0.00020;347.00000;3922.00000;0.01960;0.03980;0.10340;0.07999;0.09175;0.04184;-1.00000;0.00000;0.00470
16;2924;3575;1625;22;2;0.00000;0.00112;1017.00000;0.00199;0.00191;0.00009;341.00000;3916.00000;0.02124;0.04306;0.10267;0.07891;0.09105;0.04497;-1.00000;0.00000;0.00659
17;2924;3575;1625;22;2;0.00000;0.00123;1039.00000;0.00206;0.00210;0.00024;344.00000;3919.00000;0.02150;0.04355;0.10486;0.08123;0.09351;0.04532;-1.00000;0.00000;0.00836
18;2924;3575;1625;22;2;0.00000;0.00105;1024.00000;0.00186;0.00178;0.00008;340.00000;3915.00000;0.02078;0.04215;0.10286;0.07906;0.09114;0.04409;-1.00000;0.00000;0.00642
19;2924;3575;1625;22;2;0.00000;0.00135;1037.00000;0.00224;0.00177;0.00022;338.00000;3913.00000;0.02207;0.04468;0.10615;0.08224;0.09482;0.04671;-1.00000;0.00000;0.00947
20;2924;3575;1625;22;2;0.00062;0.00114;1037.00000;0.00163;0.00232;0.00031;341.00000;3916.00000;0.02109;0.04275;0.10673;0.08302;0.09539;0.04435;-1.00000;0.00000;0.00564
