repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;9116;16932;6513;123;2;0.16659;0.21708;3267.00000;0.19619;0.19826;0.11892;1135.00000;18067.00000;0.49263;0.62992;0.63224;0.63424;1.00000;0.61916;-1.00000;0.19887;0.22885
2;9116;16932;6513;123;2;0.16659;0.21148;3277.00000;0.18945;0.18730;0.11675;1137.00000;18069.00000;0.48084;0.61913;0.62222;0.62434;1.00000;0.61689;-1.00000;0.19827;0.23056
3;9116;16932;6513;123;2;0.17273;0.21380;3284.00000;0.19179;0.19210;0.11771;1142.00000;18074.00000;0.48563;0.62379;0.62608;0.62831;1.00000;0.61712;-1.00000;0.19288;0.22947
4;9116;16932;6513;123;2;0.17258;0.21323;3256.00000;0.19049;0.19104;0.11812;1135.00000;18067.00000;0.48469;0.62379;0.62753;0.63066;1.00000;0.61733;-1.00000;0.19764;0.22836
5;9116;16932;6513;123;2;0.16582;0.21713;3245.00000;0.19457;0.19694;0.11984;1135.00000;18067.00000;0.49291;0.63189;0.63492;0.63838;1.00000;0.62232;-1.00000;0.20410;0.24313
6;9116;16932;6513;123;2;0.16905;0.21814;3292.00000;0.19282;0.19381;0.12187;1132.00000;18064.00000;0.49462;0.63605;0.64155;0.64771;1.00000;0.63180;-1.00000;0.20173;0.23629
7;9116;16932;6513;123;2;0.17181;0.21717;3282.00000;0.19198;0.19584;0.12108;1141.00000;18073.00000;0.49269;0.63391;0.63797;0.64353;1.00000;0.62399;-1.00000;0.20293;0.23709
8;9116;16932;6513;123;2;0.16429;0.21395;3297.00000;0.19030;0.19108;0.11879;1150.00000;18082.00000;0.48584;0.62541;0.62888;0.63262;1.00000;0.61953;-1.00000;0.19441;0.22875
9;9116;16932;6513;123;2;0.17657;0.21784;3284.00000;0.19415;0.19069;0.12142;1135.00000;18067.00000;0.49406;0.63395;0.64028;0.64549;1.00000;0.63677;-1.00000;0.19850;0.23428
10;9116;16932;6513;123;2;0.17089;0.21826;3279.00000;0.19564;0.19541;0.12072;1140.00000;18072.00000;0.49498;0.63377;0.63805;0.64199;1.00000;0.62941;-1.00000;0.19760;0.23554
11;9116;16932;6513;123;2;0.17196;0.21375;3279.00000;0.19170;0.19109;0.11825;1145.00000;18077.00000;0.48557;0.62374;0.62776;0.63053;1.00000;0.61897;-1.00000;0.19701;0.23151
12;9116;16932;6513;123;2;0.16690;0.21336;3263.00000;0.19390;0.19093;0.11620;1131.00000;18063.00000;0.48489;0.62084;0.62213;0.62228;1.00000;0.61794;-1.00000;0.20012;0.23352
13;9116;16932;6513;123;2;0.17288;0.21241;3287.00000;0.19110;0.19042;0.11662;1134.00000;18066.00000;0.48270;0.62030;0.62251;0.62398;1.00000;0.61453;-1.00000;0.19496;0.22783
14;9116;16932;6513;123;2;0.16260;0.21891;3291.00000;0.19379;0.19042;0.12163;1126.00000;18058.00000;0.49624;0.63758;0.64141;0.64704;1.00000;0.64165;-1.00000;0.20426;0.23451
15;9116;16932;6513;123;2;0.17166;0.21785;3299.00000;0.19466;0.19409;0.11996;1143.00000;18075.00000;0.49396;0.63316;0.63489;0.63836;1.00000;0.62992;-1.00000;0.19463;0.23709
16;9116;16932;6513;123;2;0.17089;0.21284;3279.00000;0.19187;0.19082;0.11668;1122.00000;18054.00000;0.48366;0.62118;0.62373;0.62509;1.00000;0.61569;-1.00000;0.19528;0.23129
17;9116;16932;6513;123;2;0.16981;0.21750;3279.00000;0.19555;0.19412;0.11967;1145.00000;18077.00000;0.49340;0.63148;0.63404;0.63691;1.00000;0.62876;-1.00000;0.20497;0.23799
18;9116;16932;6513;123;2;0.16981;0.22086;3268.00000;0.19914;0.19469;0.12220;1139.00000;18071.00000;0.50051;0.63850;0.64444;0.64869;1.00000;0.64190;-1.00000;0.20508;0.23593
19;9116;16932;6513;123;2;0.17212;0.21675;3272.00000;0.19315;0.19233;0.12003;1135.00000;18067.00000;0.49189;0.63175;0.63510;0.63924;1.00000;0.62924;-1.00000;0.20237;0.23514
20;9116;16932;6513;123;2;0.16797;0.21562;3288.00000;0.19376;0.19012;0.11796;1127.00000;18059.00000;0.48940;0.62768;0.62855;0.63048;1.00000;0.62855;-1.00000;0.20214;0.22874
