repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;884;7960;2211;68;2;0.05925;0.10951;304.00000;0.13511;0.13884;0.04215;85.00000;8045.00000;0.37031;0.57305;0.64944;0.64004;1.00000;0.51219;-1.00000;0.07012;0.15873
2;884;7960;2211;68;2;0.05473;0.13020;303.00000;0.15523;0.14455;0.05430;87.00000;8047.00000;0.42060;0.62939;0.70555;0.71182;1.00000;0.60267;-1.00000;0.07668;0.19062
3;884;7960;2211;68;2;0.05337;0.11051;302.00000;0.13555;0.13736;0.04289;89.00000;8049.00000;0.37328;0.57572;0.64280;0.63173;1.00000;0.52104;-1.00000;0.06962;0.17134
4;884;7960;2211;68;2;0.05473;0.11645;302.00000;0.14054;0.13900;0.04626;89.00000;8049.00000;0.38776;0.59280;0.66024;0.65390;1.00000;0.54710;-1.00000;0.06748;0.18043
5;884;7960;2211;68;2;0.05654;0.10175;301.00000;0.12059;0.12738;0.04200;89.00000;8049.00000;0.35198;0.55392;0.63291;0.62584;1.00000;0.49706;-1.00000;0.04416;0.15692
6;884;7960;2211;68;2;0.06151;0.11421;296.00000;0.13468;0.14592;0.04508;93.00000;8053.00000;0.38393;0.58953;0.64309;0.63389;1.00000;0.52643;-1.00000;0.06522;0.17431
7;884;7960;2211;68;2;0.05970;0.11586;296.00000;0.13830;0.13936;0.04607;88.00000;8048.00000;0.38794;0.59449;0.66096;0.65587;1.00000;0.54700;-1.00000;0.07273;0.17134
8;884;7960;2211;68;2;0.04749;0.11705;304.00000;0.14621;0.14101;0.04484;88.00000;8048.00000;0.38867;0.59144;0.65843;0.64783;1.00000;0.54507;-1.00000;0.07165;0.19876
9;884;7960;2211;68;2;0.04704;0.11495;299.00000;0.13682;0.13519;0.04623;91.00000;8051.00000;0.38491;0.59029;0.65383;0.64741;1.00000;0.54870;-1.00000;0.05975;0.16770
10;884;7960;2211;68;2;0.05608;0.11995;298.00000;0.15091;0.14763;0.04409;90.00000;8050.00000;0.39732;0.60008;0.65177;0.63651;1.00000;0.55010;-1.00000;0.06627;0.18806
11;884;7960;2211;68;2;0.04975;0.12223;303.00000;0.14517;0.14503;0.04927;89.00000;8049.00000;0.40147;0.60873;0.67540;0.67333;1.00000;0.56322;-1.00000;0.07302;0.21807
12;884;7960;2211;68;2;0.06015;0.10759;292.00000;0.13115;0.13901;0.04062;89.00000;8049.00000;0.36880;0.57192;0.63037;0.61662;1.00000;0.50924;-1.00000;0.05901;0.17015
13;884;7960;2211;68;2;0.06422;0.11636;302.00000;0.14048;0.13452;0.04532;87.00000;8047.00000;0.38754;0.59312;0.66092;0.65425;1.00000;0.55517;-1.00000;0.05505;0.19394
14;884;7960;2211;68;2;0.06106;0.11043;312.00000;0.13471;0.13296;0.04213;92.00000;8052.00000;0.37049;0.57139;0.63161;0.61746;1.00000;0.52345;-1.00000;0.06522;0.16772
15;884;7960;2211;68;2;0.05020;0.12199;307.00000;0.14134;0.13751;0.05109;94.00000;8054.00000;0.39981;0.60700;0.67014;0.66940;1.00000;0.57404;-1.00000;0.07599;0.16404
16;884;7960;2211;68;2;0.05518;0.11737;304.00000;0.13815;0.14113;0.04673;88.00000;8048.00000;0.38944;0.59649;0.66386;0.66017;1.00000;0.54638;-1.00000;0.07012;0.18239
17;884;7960;2211;68;2;0.05654;0.10520;301.00000;0.12340;0.13288;0.04436;89.00000;8049.00000;0.36050;0.56431;0.64494;0.64147;1.00000;0.50383;-1.00000;0.06383;0.17431
18;884;7960;2211;68;2;0.05020;0.12254;306.00000;0.15032;0.14675;0.04768;91.00000;8051.00000;0.40140;0.60545;0.66556;0.65674;1.00000;0.55972;-1.00000;0.06970;0.18006
19;884;7960;2211;68;2;0.05880;0.11291;299.00000;0.13667;0.14430;0.04386;88.00000;8048.00000;0.37994;0.58452;0.65025;0.64138;1.00000;0.52139;-1.00000;0.06471;0.17431
20;884;7960;2211;68;2;0.05111;0.13990;303.00000;0.15876;0.15459;0.06115;93.00000;8053.00000;0.44365;0.65527;0.72056;0.73467;1.00000;0.62993;-1.00000;0.09841;0.18438
