repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;1299;5200;1625;22;2;0.00062;0.00378;452.00000;0.00662;0.00730;0.00052;144.00000;5344.00000;0.05143;0.10260;0.21750;0.17889;0.22180;0.10291;-1.00000;0.00000;0.02123
2;1299;5200;1625;22;2;0.00000;0.00537;455.00000;0.00919;0.00751;0.00103;145.00000;5345.00000;0.05793;0.11491;0.22438;0.18597;0.23325;0.11586;-1.00000;0.00000;0.02632
3;1299;5200;1625;22;2;0.00000;0.00455;449.00000;0.00771;0.00693;0.00072;141.00000;5341.00000;0.05496;0.10935;0.22435;0.18547;0.23157;0.11066;-1.00000;0.00000;0.02160
4;1299;5200;1625;22;2;0.00062;0.00377;458.00000;0.00530;0.00492;0.00110;146.00000;5346.00000;0.05095;0.10168;0.22345;0.18596;0.22940;0.10492;-1.00000;0.00000;0.01429
5;1299;5200;1625;22;2;0.00185;0.00439;450.00000;0.00741;0.00610;0.00075;136.00000;5336.00000;0.05421;0.10791;0.23088;0.19157;0.23881;0.11020;-1.00000;0.00000;0.02128
6;1299;5200;1625;22;2;0.00062;0.00342;449.00000;0.00602;0.00522;0.00038;139.00000;5339.00000;0.05000;0.09988;0.22102;0.18180;0.22501;0.10271;-1.00000;0.00000;0.01414
7;1299;5200;1625;22;2;0.00062;0.00455;442.00000;0.00739;0.00871;0.00095;141.00000;5341.00000;0.05546;0.11032;0.22768;0.18913;0.23608;0.10931;-1.00000;0.00000;0.01818
8;1299;5200;1625;22;2;0.00000;0.00395;446.00000;0.00677;0.00504;0.00045;141.00000;5341.00000;0.05258;0.10482;0.21984;0.18078;0.22494;0.10823;-1.00000;0.00000;0.02110
9;1299;5200;1625;22;2;0.00062;0.00454;446.00000;0.00733;0.00826;0.00092;132.00000;5332.00000;0.05512;0.10966;0.23861;0.19913;0.24858;0.10921;-1.00000;0.00000;0.02114
10;1299;5200;1625;22;2;0.00000;0.00390;450.00000;0.00629;0.00743;0.00065;140.00000;5340.00000;0.05209;0.10388;0.22410;0.18530;0.22996;0.10412;-1.00000;0.00000;0.01545
11;1299;5200;1625;22;2;0.00185;0.00402;444.00000;0.00616;0.00711;0.00084;139.00000;5339.00000;0.05305;0.10572;0.22824;0.18960;0.23554;0.10656;-1.00000;0.00000;0.01525
12;1299;5200;1625;22;2;0.00000;0.00425;450.00000;0.00708;0.00443;0.00075;136.00000;5336.00000;0.05359;0.10673;0.23085;0.19161;0.23851;0.11098;-1.00000;0.00000;0.01911
13;1299;5200;1625;22;2;0.00123;0.00444;456.00000;0.00645;0.00896;0.00110;140.00000;5340.00000;0.05399;0.10748;0.23068;0.19239;0.23911;0.10583;-1.00000;0.00000;0.02254
14;1299;5200;1625;22;2;0.00000;0.00453;444.00000;0.00794;0.00707;0.00053;137.00000;5337.00000;0.05526;0.10993;0.22635;0.18676;0.23373;0.11113;-1.00000;0.00000;0.02083
15;1299;5200;1625;22;2;0.00000;0.00605;453.00000;0.01029;0.00821;0.00141;143.00000;5343.00000;0.06083;0.12039;0.23211;0.19368;0.24411;0.12086;-1.00000;0.00000;0.01875
16;1299;5200;1625;22;2;0.00000;0.00356;439.00000;0.00607;0.00491;0.00057;139.00000;5339.00000;0.05136;0.10253;0.22419;0.18523;0.22965;0.10597;-1.00000;0.00000;0.01646
17;1299;5200;1625;22;2;0.00123;0.00320;453.00000;0.00598;0.00606;0.00036;137.00000;5337.00000;0.04871;0.09741;0.22314;0.18368;0.22673;0.09899;-1.00000;0.00000;0.01887
18;1299;5200;1625;22;2;0.00185;0.00358;449.00000;0.00620;0.00563;0.00038;142.00000;5342.00000;0.05071;0.10125;0.21737;0.17844;0.22117;0.10367;-1.00000;0.00000;0.01867
19;1299;5200;1625;22;2;0.00123;0.00305;450.00000;0.00482;0.00507;0.00068;138.00000;5338.00000;0.04821;0.09647;0.22675;0.18807;0.23132;0.09924;-1.00000;0.00000;0.01480
20;1299;5200;1625;22;2;0.00062;0.00492;446.00000;0.00775;0.00729;0.00104;138.00000;5338.00000;0.05673;0.11272;0.23262;0.19380;0.24254;0.11382;-1.00000;0.00000;0.02929
