repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;19899;19900;9950;300;2;0.01116;0.02067;7212.00000;0.02007;0.01971;0.01062;2533.00000;22433.00000;0.05633;0.09003;0.09153;0.08247;0.09280;0.08214;-1.00000;0.01633;0.02651
2;19899;19900;9950;300;2;0.01266;0.02007;7192.00000;0.01927;0.01998;0.01046;2525.00000;22425.00000;0.05496;0.08847;0.09067;0.08166;0.09172;0.07889;-1.00000;0.01407;0.02450
3;19899;19900;9950;300;2;0.01216;0.02123;7220.00000;0.02085;0.02082;0.01094;2557.00000;22457.00000;0.05760;0.09137;0.09306;0.08398;0.09459;0.08270;-1.00000;0.01698;0.02564
4;19899;19900;9950;300;2;0.01196;0.02093;7198.00000;0.02025;0.02022;0.01073;2557.00000;22457.00000;0.05693;0.09089;0.09187;0.08283;0.09326;0.08243;-1.00000;0.01626;0.02614
5;19899;19900;9950;300;2;0.01276;0.02022;7164.00000;0.01975;0.01897;0.01034;2544.00000;22444.00000;0.05534;0.08853;0.08986;0.08088;0.09092;0.08147;-1.00000;0.01505;0.02480
6;19899;19900;9950;300;2;0.01317;0.01902;7209.00000;0.01838;0.01813;0.00985;2545.00000;22445.00000;0.05250;0.08488;0.08700;0.07815;0.08755;0.07727;-1.00000;0.01507;0.02334
7;19899;19900;9950;300;2;0.01116;0.02093;7200.00000;0.01972;0.02051;0.01098;2521.00000;22421.00000;0.05695;0.09172;0.09361;0.08451;0.09511;0.08193;-1.00000;0.01657;0.02569
8;19899;19900;9950;300;2;0.01286;0.02249;7232.00000;0.02208;0.02169;0.01158;2540.00000;22440.00000;0.06051;0.09533;0.09683;0.08758;0.09896;0.08696;-1.00000;0.01771;0.02772
9;19899;19900;9950;300;2;0.01025;0.02218;7193.00000;0.02115;0.02153;0.01158;2541.00000;22441.00000;0.05982;0.09528;0.09682;0.08762;0.09890;0.08587;-1.00000;0.01710;0.02730
10;19899;19900;9950;300;2;0.01246;0.02024;7230.00000;0.01979;0.02061;0.01029;2533.00000;22433.00000;0.05531;0.08844;0.08968;0.08067;0.09071;0.07846;-1.00000;0.01602;0.02567
11;19899;19900;9950;300;2;0.01196;0.02034;7233.00000;0.01904;0.01925;0.01081;2552.00000;22452.00000;0.05554;0.08984;0.09234;0.08336;0.09359;0.08136;-1.00000;0.01578;0.02365
12;19899;19900;9950;300;2;0.01166;0.02016;7191.00000;0.01899;0.01934;0.01075;2540.00000;22440.00000;0.05517;0.08923;0.09209;0.08309;0.09327;0.08047;-1.00000;0.01484;0.02424
13;19899;19900;9950;300;2;0.01337;0.02156;7180.00000;0.02075;0.01984;0.01127;2532.00000;22432.00000;0.05842;0.09315;0.09516;0.08600;0.09693;0.08611;-1.00000;0.01624;0.02806
14;19899;19900;9950;300;2;0.01136;0.02179;7224.00000;0.02104;0.01989;0.01137;2556.00000;22456.00000;0.05891;0.09362;0.09546;0.08632;0.09732;0.08699;-1.00000;0.01815;0.02597
15;19899;19900;9950;300;2;0.01156;0.02026;7211.00000;0.02039;0.02012;0.01015;2539.00000;22439.00000;0.05538;0.08774;0.08884;0.07983;0.08981;0.07949;-1.00000;0.01532;0.02526
16;19899;19900;9950;300;2;0.01186;0.01976;7202.00000;0.01875;0.01953;0.01027;2550.00000;22450.00000;0.05421;0.08768;0.08933;0.08041;0.09024;0.07820;-1.00000;0.01507;0.02370
17;19899;19900;9950;300;2;0.01136;0.02159;7192.00000;0.02174;0.02108;0.01083;2562.00000;22462.00000;0.05848;0.09182;0.09248;0.08337;0.09408;0.08399;-1.00000;0.01682;0.02930
18;19899;19900;9950;300;2;0.01397;0.02076;7168.00000;0.01923;0.01877;0.01107;2552.00000;22452.00000;0.05657;0.09158;0.09376;0.08474;0.09525;0.08430;-1.00000;0.01664;0.02612
19;19899;19900;9950;300;2;0.01216;0.02138;7244.00000;0.02119;0.02087;0.01083;2545.00000;22445.00000;0.05794;0.09158;0.09260;0.08349;0.09413;0.08327;-1.00000;0.01798;0.02790
20;19899;19900;9950;300;2;0.01206;0.02151;7222.00000;0.02118;0.02097;0.01081;2544.00000;22444.00000;0.05826;0.09220;0.09253;0.08341;0.09411;0.08374;-1.00000;0.01691;0.02672
