repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;21432;26196;11907;8;2;0.04879;0.10362;7785.00000;0.12550;0.12431;0.04076;2714.00000;28910.00000;0.23628;0.26858;0.24402;0.22940;0.31656;0.24304;-1.00000;0.08276;0.13391
2;21432;26196;11907;8;2;0.05014;0.10371;7755.00000;0.12559;0.12579;0.04149;2741.00000;28937.00000;0.23650;0.26867;0.24711;0.23247;0.32027;0.24063;-1.00000;0.08658;0.12938
3;21432;26196;11907;8;2;0.04653;0.10687;7752.00000;0.12932;0.13002;0.04233;2744.00000;28940.00000;0.24320;0.27523;0.25108;0.23634;0.32849;0.24582;-1.00000;0.08666;0.14353
4;21432;26196;11907;8;2;0.04854;0.10149;7781.00000;0.12352;0.12439;0.03963;2767.00000;28963.00000;0.23177;0.26286;0.23776;0.22342;0.30646;0.23385;-1.00000;0.08327;0.12780
5;21432;26196;11907;8;2;0.04854;0.10569;7763.00000;0.12957;0.13085;0.04086;2747.00000;28943.00000;0.24068;0.26996;0.24397;0.22942;0.31852;0.23917;-1.00000;0.08681;0.13124
6;21432;26196;11907;8;2;0.05442;0.10357;7771.00000;0.12608;0.12749;0.04044;2746.00000;28942.00000;0.23620;0.26722;0.24197;0.22748;0.31386;0.23669;-1.00000;0.08418;0.13829
7;21432;26196;11907;8;2;0.04963;0.10257;7771.00000;0.12508;0.12560;0.04012;2753.00000;28949.00000;0.23407;0.26475;0.24035;0.22591;0.31080;0.23611;-1.00000;0.08342;0.13379
8;21432;26196;11907;8;2;0.04787;0.10621;7793.00000;0.12916;0.12843;0.04179;2753.00000;28949.00000;0.24174;0.27265;0.24834;0.23369;0.32427;0.24598;-1.00000;0.08421;0.14491
9;21432;26196;11907;8;2;0.05064;0.10072;7768.00000;0.12307;0.12428;0.03912;2724.00000;28920.00000;0.23016;0.26083;0.23595;0.22157;0.30380;0.23085;-1.00000;0.08078;0.13734
10;21432;26196;11907;8;2;0.05014;0.10256;7794.00000;0.12233;0.12225;0.04143;2740.00000;28936.00000;0.23401;0.26933;0.24682;0.23220;0.31860;0.24249;-1.00000;0.08644;0.13816
11;21432;26196;11907;8;2;0.05064;0.10198;7743.00000;0.12354;0.12196;0.04061;2731.00000;28927.00000;0.23287;0.26519;0.24303;0.22847;0.31363;0.24077;-1.00000;0.08425;0.12381
12;21432;26196;11907;8;2;0.05073;0.10234;7747.00000;0.12545;0.12571;0.03940;2744.00000;28940.00000;0.23364;0.26338;0.23700;0.22264;0.30664;0.23504;-1.00000;0.07793;0.12745
13;21432;26196;11907;8;2;0.04997;0.10350;7763.00000;0.12678;0.12781;0.04007;2771.00000;28967.00000;0.23606;0.26561;0.23986;0.22547;0.31108;0.23581;-1.00000;0.08291;0.13315
14;21432;26196;11907;8;2;0.05207;0.10417;7779.00000;0.12609;0.12598;0.04101;2739.00000;28935.00000;0.23744;0.26965;0.24481;0.23022;0.31794;0.24214;-1.00000;0.08607;0.13692
15;21432;26196;11907;8;2;0.05190;0.10500;7778.00000;0.12702;0.12709;0.04147;2767.00000;28963.00000;0.23921;0.27127;0.24660;0.23203;0.32081;0.24350;-1.00000;0.08346;0.12870
16;21432;26196;11907;8;2;0.05207;0.10413;7789.00000;0.12515;0.12659;0.04134;2768.00000;28964.00000;0.23735;0.27083;0.24598;0.23143;0.31909;0.24075;-1.00000;0.08655;0.13833
17;21432;26196;11907;8;2;0.05073;0.10682;7794.00000;0.12837;0.12864;0.04270;2742.00000;28938.00000;0.24302;0.27649;0.25289;0.23810;0.33051;0.24814;-1.00000;0.08895;0.15543
18;21432;26196;11907;8;2;0.04661;0.10439;7794.00000;0.12640;0.12703;0.04115;2773.00000;28969.00000;0.23787;0.26971;0.24498;0.23046;0.31810;0.24095;-1.00000;0.08571;0.14059
19;21432;26196;11907;8;2;0.05207;0.10654;7760.00000;0.13014;0.12868;0.04141;2769.00000;28965.00000;0.24249;0.27233;0.24629;0.23173;0.32212;0.24700;-1.00000;0.08830;0.14389
20;21432;26196;11907;8;2;0.04896;0.10487;7783.00000;0.12759;0.12613;0.04109;2751.00000;28947.00000;0.23892;0.26987;0.24503;0.23046;0.31886;0.24480;-1.00000;0.08659;0.13106
