repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;23814;23814;11907;8;2;0.04636;0.10188;8651.00000;0.12334;0.12212;0.03990;3002.00000;26816.00000;0.23115;0.26040;0.23582;0.22200;0.30100;0.23746;-1.00000;0.08031;0.13504
2;23814;23814;11907;8;2;0.04888;0.09988;8643.00000;0.12113;0.12178;0.03929;3044.00000;26858.00000;0.22692;0.25574;0.23238;0.21873;0.29480;0.22964;-1.00000;0.07862;0.12514
3;23814;23814;11907;8;2;0.04913;0.10256;8652.00000;0.12377;0.12314;0.04095;3064.00000;26878.00000;0.23257;0.26204;0.24003;0.22623;0.30635;0.23831;-1.00000;0.08490;0.13172
4;23814;23814;11907;8;2;0.05291;0.10224;8632.00000;0.12370;0.12270;0.04044;3061.00000;26875.00000;0.23193;0.26094;0.23765;0.22390;0.30326;0.23787;-1.00000;0.08560;0.13171
5;23814;23814;11907;8;2;0.04745;0.10224;8644.00000;0.12471;0.12387;0.03995;3038.00000;26852.00000;0.23190;0.25932;0.23560;0.22186;0.30089;0.23557;-1.00000;0.08357;0.13766
6;23814;23814;11907;8;2;0.04829;0.10104;8639.00000;0.12252;0.12360;0.03994;3094.00000;26908.00000;0.22939;0.25786;0.23486;0.22124;0.29861;0.23104;-1.00000;0.08334;0.13915
7;23814;23814;11907;8;2;0.04896;0.10353;8640.00000;0.12614;0.12762;0.04037;3070.00000;26884.00000;0.23465;0.26198;0.23722;0.22349;0.30390;0.23379;-1.00000;0.08423;0.14412
8;23814;23814;11907;8;2;0.04770;0.10203;8644.00000;0.12524;0.12483;0.03933;3051.00000;26865.00000;0.23147;0.25750;0.23247;0.21884;0.29686;0.23285;-1.00000;0.08126;0.14204
9;23814;23814;11907;8;2;0.04896;0.10039;8644.00000;0.12171;0.12288;0.03982;3057.00000;26871.00000;0.22800;0.25677;0.23473;0.22104;0.29801;0.22968;-1.00000;0.08160;0.12080
10;23814;23814;11907;8;2;0.05115;0.10233;8679.00000;0.12454;0.12431;0.03994;3051.00000;26865.00000;0.23204;0.25978;0.23540;0.22169;0.30059;0.23499;-1.00000;0.08620;0.13057
11;23814;23814;11907;8;2;0.04947;0.10057;8648.00000;0.12144;0.12018;0.03981;3062.00000;26876.00000;0.22837;0.25792;0.23462;0.22096;0.29802;0.23564;-1.00000;0.08536;0.12528
12;23814;23814;11907;8;2;0.04728;0.10127;8674.00000;0.12407;0.12458;0.03939;3081.00000;26895.00000;0.22981;0.25611;0.23241;0.21883;0.29586;0.23000;-1.00000;0.07989;0.12866
13;23814;23814;11907;8;2;0.05106;0.10283;8631.00000;0.12537;0.12549;0.04008;3056.00000;26870.00000;0.23319;0.26056;0.23598;0.22226;0.30185;0.23500;-1.00000;0.08431;0.13201
14;23814;23814;11907;8;2;0.05148;0.09964;8595.00000;0.12093;0.12198;0.03928;3039.00000;26853.00000;0.22649;0.25528;0.23238;0.21873;0.29472;0.22839;-1.00000;0.08119;0.13160
15;23814;23814;11907;8;2;0.05089;0.10105;8642.00000;0.12289;0.12492;0.03937;3064.00000;26878.00000;0.22940;0.25741;0.23250;0.21889;0.29593;0.22850;-1.00000;0.08392;0.12516
16;23814;23814;11907;8;2;0.04989;0.10278;8599.00000;0.12372;0.12544;0.04091;3077.00000;26891.00000;0.23312;0.26310;0.23971;0.22594;0.30623;0.23495;-1.00000;0.08243;0.13569
17;23814;23814;11907;8;2;0.04879;0.10145;8672.00000;0.12375;0.12388;0.03966;3067.00000;26881.00000;0.23021;0.25749;0.23388;0.22024;0.29787;0.23214;-1.00000;0.08538;0.13903
18;23814;23814;11907;8;2;0.04879;0.10381;8563.00000;0.12560;0.12512;0.04109;3062.00000;26876.00000;0.23535;0.26430;0.24076;0.22693;0.30866;0.24005;-1.00000;0.08521;0.13625
19;23814;23814;11907;8;2;0.04837;0.10057;8614.00000;0.12082;0.12270;0.04000;3065.00000;26879.00000;0.22842;0.25904;0.23552;0.22183;0.29914;0.23085;-1.00000;0.08107;0.13249
20;23814;23814;11907;8;2;0.04930;0.10188;8664.00000;0.12261;0.12440;0.04052;3071.00000;26885.00000;0.23111;0.26115;0.23793;0.22419;0.30312;0.23295;-1.00000;0.08158;0.12678
