repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;3249;3250;1625;22;2;0.00000;0.00074;1159.00000;0.00132;0.00161;0.00008;386.00000;3636.00000;0.01750;0.03558;0.09223;0.07043;0.08053;0.03727;-1.00000;0.00000;0.00513
2;3249;3250;1625;22;2;0.00000;0.00100;1150.00000;0.00195;0.00130;0.00005;383.00000;3633.00000;0.01897;0.03849;0.09231;0.07034;0.08074;0.04043;-1.00000;0.00000;0.00683
3;3249;3250;1625;22;2;0.00000;0.00077;1144.00000;0.00134;0.00113;0.00005;388.00000;3638.00000;0.01785;0.03628;0.09120;0.06948;0.07956;0.03821;-1.00000;0.00000;0.00855
4;3249;3250;1625;22;2;0.00000;0.00077;1148.00000;0.00135;0.00131;0.00005;379.00000;3629.00000;0.01781;0.03619;0.09305;0.07097;0.08128;0.03805;-1.00000;0.00000;0.00921
5;3249;3250;1625;22;2;0.00000;0.00119;1153.00000;0.00198;0.00213;0.00020;372.00000;3622.00000;0.01986;0.04024;0.09769;0.07527;0.08631;0.04181;-1.00000;0.00000;0.00758
6;3249;3250;1625;22;2;0.00000;0.00099;1139.00000;0.00175;0.00078;0.00014;385.00000;3635.00000;0.01903;0.03862;0.09376;0.07187;0.08235;0.04071;-1.00000;0.00000;0.00584
7;3249;3250;1625;22;2;0.00000;0.00081;1154.00000;0.00160;0.00156;0.00004;386.00000;3636.00000;0.01796;0.03650;0.09149;0.06966;0.07980;0.03825;-1.00000;0.00000;0.00680
8;3249;3250;1625;22;2;0.00000;0.00129;1143.00000;0.00203;0.00195;0.00033;387.00000;3637.00000;0.02048;0.04147;0.09671;0.07486;0.08575;0.04319;-1.00000;0.00000;0.00759
9;3249;3250;1625;22;2;0.00000;0.00083;1156.00000;0.00144;0.00139;0.00011;375.00000;3625.00000;0.01802;0.03661;0.09523;0.07298;0.08350;0.03844;-1.00000;0.00000;0.00739
10;3249;3250;1625;22;2;0.00000;0.00093;1155.00000;0.00173;0.00116;0.00006;388.00000;3638.00000;0.01857;0.03769;0.09144;0.06969;0.07990;0.03964;-1.00000;0.00000;0.00755
11;3249;3250;1625;22;2;0.00000;0.00111;1141.00000;0.00163;0.00173;0.00026;383.00000;3633.00000;0.01962;0.03979;0.09640;0.07444;0.08521;0.04158;-1.00000;0.00000;0.00680
12;3249;3250;1625;22;2;0.00000;0.00076;1154.00000;0.00137;0.00125;0.00005;371.00000;3621.00000;0.01770;0.03599;0.09488;0.07247;0.08298;0.03785;-1.00000;0.00000;0.00660
13;3249;3250;1625;22;2;0.00000;0.00107;1155.00000;0.00187;0.00180;0.00016;382.00000;3632.00000;0.01928;0.03910;0.09471;0.07269;0.08331;0.04082;-1.00000;0.00000;0.00664
14;3249;3250;1625;22;2;0.00000;0.00051;1153.00000;0.00084;0.00077;0.00009;384.00000;3634.00000;0.01631;0.03323;0.09280;0.07097;0.08094;0.03514;-1.00000;0.00000;0.00493
15;3249;3250;1625;22;2;0.00000;0.00081;1150.00000;0.00139;0.00098;0.00010;379.00000;3629.00000;0.01802;0.03661;0.09422;0.07214;0.08254;0.03859;-1.00000;0.00000;0.00583
16;3249;3250;1625;22;2;0.00000;0.00115;1139.00000;0.00178;0.00194;0.00027;388.00000;3638.00000;0.01981;0.04016;0.09557;0.07379;0.08447;0.04184;-1.00000;0.00000;0.01021
17;3249;3250;1625;22;2;0.00123;0.00059;1150.00000;0.00113;0.00152;0.00001;383.00000;3633.00000;0.01681;0.03421;0.09131;0.06941;0.07939;0.03592;-1.00000;0.00000;0.00749
18;3249;3250;1625;22;2;0.00000;0.00099;1143.00000;0.00151;0.00168;0.00023;382.00000;3632.00000;0.01899;0.03854;0.09593;0.07395;0.08459;0.04032;-1.00000;0.00000;0.00840
19;3249;3250;1625;22;2;0.00000;0.00097;1166.00000;0.00158;0.00189;0.00018;374.00000;3624.00000;0.01867;0.03788;0.09677;0.07447;0.08521;0.03950;-1.00000;0.00000;0.00655
20;3249;3250;1625;22;2;0.00123;0.00065;1148.00000;0.00128;0.00138;0.00003;380.00000;3630.00000;0.01717;0.03493;0.09237;0.07034;0.08048;0.03672;-1.00000;0.00000;0.00587
