repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;11939;27860;9950;300;2;0.01307;0.02428;4289.00000;0.02377;0.02343;0.01270;1498.00000;29358.00000;0.06960;0.11463;0.12095;0.10857;0.12661;0.10167;-1.00000;0.01811;0.03036
2;11939;27860;9950;300;2;0.01467;0.02411;4313.00000;0.02384;0.02426;0.01222;1506.00000;29366.00000;0.06911;0.11357;0.11797;0.10565;0.12324;0.09915;-1.00000;0.01821;0.03296
3;11939;27860;9950;300;2;0.01487;0.02330;4282.00000;0.02295;0.02314;0.01181;1481.00000;29341.00000;0.06729;0.11132;0.11618;0.10385;0.12093;0.09754;-1.00000;0.01686;0.02955
4;11939;27860;9950;300;2;0.01317;0.02347;4324.00000;0.02419;0.02297;0.01124;1501.00000;29361.00000;0.06758;0.11023;0.11242;0.10013;0.11681;0.09845;-1.00000;0.01767;0.02959
5;11939;27860;9950;300;2;0.01286;0.02309;4306.00000;0.02200;0.02206;0.01216;1503.00000;29363.00000;0.06672;0.11129;0.11761;0.10541;0.12243;0.09838;-1.00000;0.01780;0.02921
6;11939;27860;9950;300;2;0.01568;0.02299;4270.00000;0.02307;0.02387;0.01144;1507.00000;29367.00000;0.06657;0.10967;0.11341;0.10121;0.11777;0.09477;-1.00000;0.01796;0.03100
7;11939;27860;9950;300;2;0.01216;0.02244;4303.00000;0.02284;0.02234;0.01109;1513.00000;29373.00000;0.06517;0.10725;0.11117;0.09904;0.11504;0.09475;-1.00000;0.01656;0.02987
8;11939;27860;9950;300;2;0.01508;0.02225;4311.00000;0.02241;0.02167;0.01083;1513.00000;29373.00000;0.06470;0.10687;0.10964;0.09756;0.11331;0.09503;-1.00000;0.01508;0.02744
9;11939;27860;9950;300;2;0.01367;0.02450;4310.00000;0.02454;0.02489;0.01218;1499.00000;29359.00000;0.07006;0.11455;0.11798;0.10558;0.12341;0.09991;-1.00000;0.02000;0.03143
10;11939;27860;9950;300;2;0.01186;0.02378;4292.00000;0.02374;0.02252;0.01198;1503.00000;29363.00000;0.06840;0.11236;0.11667;0.10436;0.12167;0.10094;-1.00000;0.01805;0.02938
11;11939;27860;9950;300;2;0.01357;0.02412;4308.00000;0.02286;0.02492;0.01284;1515.00000;29375.00000;0.06917;0.11485;0.12121;0.10897;0.12687;0.09806;-1.00000;0.01737;0.03070
12;11939;27860;9950;300;2;0.01186;0.02247;4306.00000;0.02183;0.02198;0.01154;1523.00000;29383.00000;0.06525;0.10859;0.11349;0.10143;0.11765;0.09556;-1.00000;0.01573;0.03116
13;11939;27860;9950;300;2;0.01276;0.02310;4337.00000;0.02312;0.02368;0.01171;1512.00000;29372.00000;0.06666;0.10974;0.11483;0.10262;0.11931;0.09527;-1.00000;0.01780;0.03050
14;11939;27860;9950;300;2;0.01256;0.02344;4314.00000;0.02350;0.02397;0.01176;1510.00000;29370.00000;0.06752;0.11093;0.11520;0.10295;0.11989;0.09649;-1.00000;0.01828;0.03174
15;11939;27860;9950;300;2;0.01337;0.02444;4314.00000;0.02313;0.02293;0.01296;1510.00000;29370.00000;0.06990;0.11592;0.12208;0.10978;0.12796;0.10317;-1.00000;0.01799;0.03076
16;11939;27860;9950;300;2;0.01337;0.02425;4312.00000;0.02424;0.02329;0.01214;1502.00000;29362.00000;0.06947;0.11377;0.11766;0.10529;0.12295;0.10165;-1.00000;0.01787;0.03184
17;11939;27860;9950;300;2;0.01518;0.02336;4319.00000;0.02306;0.02212;0.01187;1512.00000;29372.00000;0.06734;0.11112;0.11576;0.10354;0.12049;0.09951;-1.00000;0.01601;0.02861
18;11939;27860;9950;300;2;0.01256;0.02317;4313.00000;0.02304;0.02352;0.01184;1506.00000;29366.00000;0.06688;0.11030;0.11574;0.10350;0.12036;0.09602;-1.00000;0.01494;0.02878
19;11939;27860;9950;300;2;0.01286;0.02360;4268.00000;0.02240;0.02269;0.01214;1496.00000;29356.00000;0.06804;0.11335;0.11766;0.10540;0.12277;0.09988;-1.00000;0.01833;0.03098
20;11939;27860;9950;300;2;0.01317;0.02256;4318.00000;0.02197;0.02235;0.01150;1507.00000;29367.00000;0.06542;0.10882;0.11364;0.10150;0.11782;0.09523;-1.00000;0.01805;0.03145
