repeat;n_train;n_ulb;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;sh;best_tree;worst_tree
1;974;5525;1625;22;2;0.00000;0.00540;341.00000;0.00921;0.00888;0.00074;97.00000;5622.00000;0.06864;0.13574;0.29750;0.25439;0.32966;0.13728;-1.00000;0.00000;0.03662
2;974;5525;1625;22;2;0.00246;0.00549;338.00000;0.00955;0.00924;0.00066;96.00000;5621.00000;0.06939;0.13716;0.29865;0.25523;0.33155;0.13835;-1.00000;0.00000;0.02439
3;974;5525;1625;22;2;0.00123;0.00530;338.00000;0.00882;0.01079;0.00096;101.00000;5626.00000;0.06860;0.13569;0.29189;0.24953;0.32287;0.13449;-1.00000;0.00000;0.02299
4;974;5525;1625;22;2;0.00062;0.00549;334.00000;0.00854;0.00885;0.00122;99.00000;5624.00000;0.06992;0.13818;0.29964;0.25775;0.33422;0.14005;-1.00000;0.00000;0.02755
5;974;5525;1625;22;2;0.00000;0.00607;338.00000;0.00996;0.00825;0.00089;98.00000;5623.00000;0.07189;0.14183;0.29765;0.25472;0.33240;0.14486;-1.00000;0.00000;0.03022
6;974;5525;1625;22;2;0.00000;0.00672;339.00000;0.00992;0.01029;0.00172;101.00000;5626.00000;0.07442;0.14655;0.30223;0.26099;0.34127;0.14710;-1.00000;0.00000;0.02841
7;974;5525;1625;22;2;0.00246;0.00607;321.00000;0.00819;0.01111;0.00162;98.00000;5623.00000;0.07408;0.14605;0.30690;0.26581;0.34769;0.14554;-1.00000;0.00000;0.02241
8;974;5525;1625;22;2;0.00123;0.00638;332.00000;0.01010;0.00907;0.00129;97.00000;5622.00000;0.07391;0.14563;0.30535;0.26311;0.34446;0.14794;-1.00000;0.00000;0.04348
9;974;5525;1625;22;2;0.00062;0.00517;337.00000;0.00851;0.00985;0.00082;100.00000;5625.00000;0.06816;0.13487;0.29184;0.24921;0.32240;0.13498;-1.00000;0.00000;0.02550
10;974;5525;1625;22;2;0.00185;0.00545;331.00000;0.00887;0.01193;0.00095;96.00000;5621.00000;0.07010;0.13854;0.30264;0.26000;0.33786;0.13599;-1.00000;0.00000;0.02247
11;974;5525;1625;22;2;0.00246;0.00525;326.00000;0.00801;0.00983;0.00103;98.00000;5623.00000;0.06986;0.13814;0.29916;0.25699;0.33359;0.13871;-1.00000;0.00000;0.02550
12;974;5525;1625;22;2;0.00431;0.00546;334.00000;0.00854;0.00793;0.00134;100.00000;5625.00000;0.06977;0.13791;0.29914;0.25752;0.33359;0.14105;-1.00000;0.00000;0.02222
13;974;5525;1625;22;2;0.00000;0.00735;341.00000;0.01125;0.01071;0.00161;104.00000;5629.00000;0.07672;0.15079;0.29492;0.25329;0.33310;0.15114;-1.00000;0.00000;0.03542
14;974;5525;1625;22;2;0.00185;0.00520;339.00000;0.00889;0.00719;0.00069;103.00000;5628.00000;0.06803;0.13460;0.28377;0.24099;0.31179;0.13841;-1.00000;0.00000;0.02586
15;974;5525;1625;22;2;0.00246;0.00566;334.00000;0.00828;0.00862;0.00133;100.00000;5625.00000;0.07064;0.13953;0.29888;0.25730;0.33402;0.14186;-1.00000;0.00000;0.02235
16;974;5525;1625;22;2;0.00369;0.00525;342.00000;0.00895;0.01041;0.00062;98.00000;5623.00000;0.06790;0.13434;0.29336;0.25011;0.32373;0.13354;-1.00000;0.00000;0.02528
17;974;5525;1625;22;2;0.00000;0.00720;331.00000;0.01138;0.00770;0.00160;101.00000;5626.00000;0.07742;0.15216;0.30104;0.25921;0.34166;0.15706;-1.00000;0.00000;0.02710
18;974;5525;1625;22;2;0.00431;0.00466;339.00000;0.00816;0.00705;0.00062;103.00000;5628.00000;0.06565;0.13015;0.28254;0.23979;0.30862;0.13375;-1.00000;0.00000;0.02594
19;974;5525;1625;22;2;0.00000;0.00630;322.00000;0.01063;0.01015;0.00090;99.00000;5624.00000;0.07492;0.14759;0.29571;0.25267;0.33224;0.14864;-1.00000;0.00000;0.03662
20;974;5525;1625;22;2;0.00000;0.00638;335.00000;0.01038;0.00868;0.00112;102.00000;5627.00000;0.07355;0.14494;0.29236;0.24998;0.32705;0.14769;-1.00000;0.00000;0.03161
