repeat;n_train;n_test;d;c;mv_risk;gibbs;n_min;disagreement;disagreement_t;tandem_risk;n2_min;n2_min_t;pbkl;c1;c2;tnd;ctd;dis;dis_t;sh;best_tree;worst_tree
33;46400;11600;9;7;0.00009;0.00070;16910.00000;0.00099;0.00053;0.00022;6041.00000;58000.00000;0.00382;-1.00000;-1.00000;0.00815;0.00873;-1.00000;-1.00000;-1.00000;0.00006;0.00135
34;46400;11600;9;7;0.00017;0.00072;16944.00000;0.00102;0.00058;0.00023;6077.00000;58000.00000;0.00386;-1.00000;-1.00000;0.00821;0.00879;-1.00000;-1.00000;-1.00000;0.00012;0.00146
35;46400;11600;9;7;0.00009;0.00068;16918.00000;0.00095;0.00054;0.00024;6071.00000;58000.00000;0.00374;-1.00000;-1.00000;0.00834;0.00892;-1.00000;-1.00000;-1.00000;0.00012;0.00129
36;46400;11600;9;7;0.00017;0.00072;16853.00000;0.00102;0.00060;0.00024;6042.00000;58000.00000;0.00390;-1.00000;-1.00000;0.00835;0.00893;-1.00000;-1.00000;-1.00000;0.00023;0.00182
37;46400;11600;9;7;0.00009;0.00069;16919.00000;0.00096;0.00056;0.00023;6038.00000;58000.00000;0.00377;-1.00000;-1.00000;0.00825;0.00884;-1.00000;-1.00000;-1.00000;0.00023;0.00135
38;46400;11600;9;7;0.00009;0.00073;16889.00000;0.00104;0.00057;0.00024;6059.00000;58000.00000;0.00391;-1.00000;-1.00000;0.00837;0.00895;-1.00000;-1.00000;-1.00000;0.00023;0.00146
39;46400;11600;9;7;0.00009;0.00068;16930.00000;0.00097;0.00053;0.00024;6030.00000;58000.00000;0.00376;-1.00000;-1.00000;0.00835;0.00893;-1.00000;-1.00000;-1.00000;0.00012;0.00158
40;46400;11600;9;7;0.00017;0.00069;16937.00000;0.00097;0.00055;0.00022;6072.00000;58000.00000;0.00376;-1.00000;-1.00000;0.00810;0.00867;-1.00000;-1.00000;-1.00000;0.00000;0.00151
41;46400;11600;9;7;0.00034;0.00068;16893.00000;0.00099;0.00055;0.00023;6040.00000;58000.00000;0.00377;-1.00000;-1.00000;0.00826;0.00884;-1.00000;-1.00000;-1.00000;0.00018;0.00141
42;46400;11600;9;7;0.00017;0.00070;16920.00000;0.00097;0.00058;0.00026;6080.00000;58000.00000;0.00382;-1.00000;-1.00000;0.00847;0.00906;-1.00000;-1.00000;-1.00000;0.00023;0.00152
43;46400;11600;9;7;0.00000;0.00075;16925.00000;0.00099;0.00056;0.00028;6057.00000;58000.00000;0.00397;-1.00000;-1.00000;0.00873;0.00933;-1.00000;-1.00000;-1.00000;0.00018;0.00152
44;46400;11600;9;7;0.00017;0.00072;16881.00000;0.00099;0.00056;0.00028;6058.00000;58000.00000;0.00387;-1.00000;-1.00000;0.00875;0.00935;-1.00000;-1.00000;-1.00000;0.00012;0.00141
45;46400;11600;9;7;0.00026;0.00067;16851.00000;0.00096;0.00053;0.00021;6049.00000;58000.00000;0.00373;-1.00000;-1.00000;0.00805;0.00863;-1.00000;-1.00000;-1.00000;0.00006;0.00146
46;46400;11600;9;7;0.00017;0.00070;16900.00000;0.00103;0.00055;0.00023;6029.00000;58000.00000;0.00382;-1.00000;-1.00000;0.00825;0.00883;-1.00000;-1.00000;-1.00000;0.00018;0.00128
47;46400;11600;9;7;0.00009;0.00064;16933.00000;0.00096;0.00055;0.00019;6078.00000;58000.00000;0.00363;-1.00000;-1.00000;0.00777;0.00833;-1.00000;-1.00000;-1.00000;0.00017;0.00147
48;46400;11600;9;7;0.00009;0.00068;16913.00000;0.00094;0.00059;0.00023;6061.00000;58000.00000;0.00376;-1.00000;-1.00000;0.00824;0.00882;-1.00000;-1.00000;-1.00000;0.00018;0.00153
49;46400;11600;9;7;0.00017;0.00072;16905.00000;0.00097;0.00057;0.00029;6088.00000;58000.00000;0.00388;-1.00000;-1.00000;0.00876;0.00936;-1.00000;-1.00000;-1.00000;0.00018;0.00170
50;46400;11600;9;7;0.00017;0.00066;16866.00000;0.00092;0.00050;0.00022;6047.00000;58000.00000;0.00370;-1.00000;-1.00000;0.00816;0.00874;-1.00000;-1.00000;-1.00000;0.00018;0.00140
